,Unnamed: 0,evento,ano,qualis,match_sigla,conferencia_score,fuzz_token_sort_ratio
741,741,II Congresso da Academia Trinacional de Ciências,2007.0,-,re,congresso da associacao nacional de pesquisa e pos-graduacao em musica,69
742,742,IV Workshop em Algoritmos e Aplicações de Mineração de Dados(WAAMD 2008) ? XXIII Simpósio Brasileiro de Banco de Dados (SBBD 2008),2008.0,-,iv,simposio brasileiro de banco de dados,100
743,743,I Workshop on Web and Text Intelligence (WTI) - XIX Simpósio Brasileiro de Inteligência Artificial (SBIA),2008.0,-,works,simposio brasileiro de robotica,81
744,744,International Workshop on Data Mining and Artificial Intelligence (DMAI) - International Conference on Computer and Information Technology (ICCT),2008.0,-,er,ieee international conference on computer and information technology,96
745,745,XXXV Latin American Informatics Conference (CLEI 2009),2009.0,-,latin,agile conference,81
746,746,IV Congresso da Academia Trinacional de Ciências (C3N 2009),2009.0,-,iv,congresso internacional de design da informacao,62
747,747,V Workshop em Algoritmos e Aplicações de Mineração de Dados (V WAAMD) - XXIV Simpósio Brasileiro de Banco de Dados  (SBBD 2009),2009.0,-,works,simposio brasileiro de banco de dados,100
748,748,VII Concurso de Teses e Dissertações em Inteligência Artificial (CTDIA 2010) - XX Simpósio Brasileiro de Inteligência Artificial (SBIA 2010),2010.0,-,concur,simposio brasileiro de robotica,81
749,749,15th International Conference on Discovery Science,2012.0,-,er,international conference on discovery science,100
750,750,XXVIII Symposium on Applied Computing,2013.0,-,pp,acm symposium on applied computing,91
751,751,"1st Symposium on Knowledge Discovery, Mining and Learning (KDMiLe)",2013.0,-,dis,"symposium on knowledge discovery, mining and learning",100
752,752,The Second International Conference on Informatics & Applications (ICIA2013),2013.0,-,sec,international conference on biometrics,89
753,753,Frontiers in Education,2016.0,-,er,international conference on frontiers in education: computer science and computer engineering,100
754,754,The 2017 International Joint Conference on Neural Networks (IJCNN 2017),2017.0,-,er,ieee international joint conference on neural networks,93
755,755,The 14th IAPR International Conference on Document Analysis and Recognition (ICDAR),2017.0,-,er,international conference on document analysis and recognition,100
756,756,21st International Database Engineering & Applications Symposium (IDEAS),2017.0,-,er,international database engineering and applications symposium,95
757,757,Encontro Nacional de Inteligência Artificial e Computacional (ENIAC),2017.0,-,om,encontro nacional de inteligencia artificial e computacional,100
758,758,Workshop on Tools and Applications - 23th Brazilian Symposium on Multimedia and the Web,2017.0,-,works,brazilian symposium on multimedia and the web,100
759,759,35th ACM/SIGAPP Symposium On Applied Computing (ACM SAC),2020.0,-,pp,acm symposium on applied computing,94
760,760,9th Brazilian Conference on Intelligent Systems (BRACIS),2020.0,-,er,brazilian conference on intelligent system,100
761,761,Brazilian Symposium on Multimedia and the Web (WebMedia '21),,-,time,brazilian symposium on multimedia and the web,100
762,762,10th Brazilian Conference on Intelligent Systems (Bracis' 21),2021.0,-,er,brazilian conference on intelligent system,100
763,763,XXXII Simpósio Brasileiro de Informática na Educação (SBIE),2021.0,-,im,simposio brasileiro de informatica na educacao,100
764,764,27th Symposium On Applied Computing (ACM SAC),2012.0,-,pp,acm symposium on applied computing,91
765,765,I Simpósio de Computação Aplicada,2009.0,-,im,workshop de desafios da computacao aplicada a educacao,82
766,766,7º Congresso Brasileiro de Agroinformática - SBIAgro 2009,2009.0,-,re,congresso brasileiro de agroinformatica,100
767,767,26th International Conference on Software Engineering and Knowledge Engineering (SEKE 2014),2014.0,-,er,international conference on software engineering,100
768,768,IV Congresso Brasileiro de Informática na Educação,,-,iv,workshops do congresso brasileiro de informatica na educacao,96
769,769,XXVIII Simpósio Brasileiro de Informática na Educação  SBIE (Brazilian Symposium on Computers in Education),2017.0,-,im,simposio brasileiro de informatica na educacao,100
770,770,II Simpósio sobre Inovação e Criatividade Científica na Embrapa,2010.0,-,im,simposio brasileiro de robotica,65
771,771,2014 XL Latin American Computing Conference (CLEI),,-,latin,latin american networking conference,83
772,772,XLVI Simpósio Brasileiro de Pesquisa Operacional,2014.0,-,im,simposio brasileiro de pesquisa operacional,100
773,773,"International Conference On Computational Science, ICCS 2015 ? Computational Science at the Gates of Nature",2015.0,-,er,international conference on computational science,100
774,774,2016 IEEE 28th International Symposium on Computer Architecture and High Performance Computing,2016.0,-,er,international symposium on computer architecture,100
775,775,XIX Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD 2018),2018.0,-,im,simposio em sistemas computacionais de alto desempenho,100
776,776,III Workshop em Computação Heterogênea,2019.0,-,works,workshop iberchip,71
777,777,1ª Conferência Brasileira de Planejamento Experimental e Análise de Dados (CONBRAPA 2020),2020.0,-,er,congresso brasileiro de automatica,62
778,778,1a Conferência Brasileira de Planejamento Experimental e Análise de Dados,2020.0,-,er,congresso brasileiro de automatica,62
779,779,The 16th International Conference on Computational Science and Its Applications,2016.0,-,er,international conference on computational science,100
780,780,Simpósio Brasileiro de Automação Inteligente,2011.0,-,im,simposio brasileiro de automacao inteligente,100
781,781,Congresso Brasileiro de Eletrônica de Potência,2011.0,-,re,congresso brasileiro de automatica,85
782,782,Congresso Brasileiro de Automática,2012.0,-,re,congresso brasileiro de automatica,100
783,783,Simpósio Brasileiro de Automação Inteligente,2013.0,-,im,simposio brasileiro de automacao inteligente,100
784,784,Congresso Brasileiro de Automática,2014.0,-,re,congresso brasileiro de automatica,100
785,785,2017 25th Mediterranean Conference on Control and Automation (MED),2017.0,-,med,mediterranean conference on control and automation,100
786,786,2013 Brazilian Power Electronics Conference (COBEP 2013),,-,wer,agile conference,75
787,787,VIII Simpósio de Teses e Dissertações,2003.0,-,im,ieee symposium on 3d user interfaces,61
788,788,6th International Conference on Hybrid Intelligent Systems (HIS 06'),2006.0,-,er,international conference on hybrid intelligent systems,100
789,789,The Fifth International Symposium on Parallel and Distributed Processing and Applications (ISPA07),2007.0,-,er,ieee international symposium on parallel and distributed processing with applications,92
790,790,The 21st IASTED International Conference on&#10;Parallel and Distributed Computing and Systems,2009.0,-,ias,international conference on parallel and distributed systems,88
791,791,"19th International Symposium on High Performance Computing Systems and Applications, 2005. HPCS 2005",2005.0,-,er,international symposium compimage,82
792,792,XII Simpósio em Sistemas Computacionais de Alto Desempenho,2011.0,-,im,simposio em sistemas computacionais de alto desempenho,100
793,793,XV Simpósio em Sistemas Computacionais de Alto Desempenho - WSCAD 2014,2014.0,-,im,simposio em sistemas computacionais de alto desempenho,100
794,794,15th International Conference on Computational Science and Its Applications -- ICCSA,2015.0,-,er,international conference on computational science,100
795,795,the 31st Annual ACM Symposium,,-,-,ieee computer society annual symposium on vlsi,76
796,796,The 32nd ACM SIGAPP Symposium On Applied Computing,2017.0,-,pp,acm symposium on applied computing,94
797,797,XI Congresso Brasileiro de Agroinformática,2017.0,-,re,congresso brasileiro de agroinformatica,100
798,798,XXXVII Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,,-,im,simposio brasileiro de redes de computadores e sistemas distribuidos,100
799,799,"1st ISATA ? International Symposium on Agricultural Technology Adoption: studies, methods and experiences",2020.0,-,sat,international symposium compimage,82
800,800,XXII ENAPET ? Encontro Nacional do Programa de Educação Tutorial,2017.0,-,pet,congreso internacional de informatica educativa,62
801,801,"20th International Conference on Computational Science and Its Applications, ICCSA 2020",2020.0,-,er,international conference on computational science,100
802,802,"High Performance Computing and Communications, Third International Conference, HPCC 2007",2007.0,-,er,international cad conference,86
803,803,6th International Conference on the Quality of Information and Communications Technology (QUATIC 2007),,-,er,international conference on quality of information and communications technology,95
804,804,19th ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming,2014.0,-,am,acm sigplan symposium on principles and practice of parallel programming,100
805,805,XVI Simpósio Brasileiro de Qualidade de Software (SBQS),2017.0,-,im,simposio brasileiro de qualidade de software,100
806,806,XVIII Simpósio em Sistemas Computacionais de Alto Desempenho,2017.0,-,im,simposio em sistemas computacionais de alto desempenho,100
807,807,VII Simpósio Brasileiro de Qualidade de Software,2008.0,-,im,simposio brasileiro de qualidade de software,100
808,808,XIX Conferencia Latinoamericana de Informática,1993.0,-,er,conferencia latinoamericana de informatica,100
809,809,DIMACS Workshop on Whole Genome Comparison,2001.0,-,im,workshop on exascale mpi,67
810,810,10th International Congress on Molecular Plant-Microbe Interactions,2001.0,-,er,international conference on modularity,76
811,811,XXIII Congresso da Sociedade Brasileira de Computação,2003.0,-,re,simposio brasileiro de computacao musical,70
812,812,The 15th Symposium on Computer Architecture and High Performance Computing,2003.0,-,om,international symposium on computer architecture and high performance computing,91
813,813,Second Brazilian Workshop on Bioinformatics,2003.0,-,sec,brazilian symposium on bioinformatics,82
814,814,XI Congresso Latinoamericano de Buiatria,2003.0,-,re,conferencia latinoamericana de informatica,70
815,815,XI Congresso LAtinoamericano de Buiatria,2003.0,-,re,conferencia latinoamericana de informatica,70
816,816,Terceiro Workshop Brasileiro de Bioinformática,2004.0,-,er,congresso brasileiro de agroinformatica,81
817,817,VII Congresso Internacional de Zootecnia,2005.0,-,re,congresso internacional de ergonomia e usabilidade de interfaces humano computador,78
818,818,"Second Brazilian Symposium on Bioinformatics, BSB 2007",2007.0,-,sec,brazilian symposium on bioinformatics,100
819,819,Braziliam Symposium on Bioinformatics,2005.0,-,am,brazilian symposium on bioinformatics,97
820,820,[ JAI ] - Jornadas de Atualização em Informática,2005.0,-,ai,conferencia latinoamericana de informatica,60
821,821,Braziliam Symposium on Bioinformatics,2007.0,-,am,brazilian symposium on bioinformatics,97
822,822,American Society of Microbiology 108th General Meeting,2008.0,-,am,ieee power & energy society general meeting,60
823,823,"6th Brazilian Symposium on Bioinformatics, BSB 2011",2011.0,-,or,brazilian symposium on bioinformatics,100
824,824,The Sixth International Conference on Forensic Computer Science,,-,er,international cad conference,86
825,825,European Academy of Forensic Science (EAFS) Conference.,2012.0,-,euro,ieee oceans conference,77
826,826,VII MEETING SLAMTB - Sociedade Latinoamericana de Tuberculose e outras Micobacterioses,2014.0,-,am,interaction latin america,64
827,827,The third International Society for Computational Biology Latin America X-Meeting on Bioinformatics with BSB and SoiBio (ISCB-Latin America),2014.0,-,er,international conference on computational logistics,75
828,828,28° Congresso Brasileiro de Microbiologia,2015.0,-,re,congresso brasileiro de automatica,79
829,829,FAO International Symposium on ?The Role of Agricultural Biotechnologies in Sustainable Food Systems and Nutrition?,2016.0,-,er,international symposium compimage,79
830,830,"8th International Conference on Bioinformatics Models, Methods and Algorithms",,-,er,international conference on social informatics,87
831,831,Brazilian Symposium on Bioinformatics,2018.0,-,or,brazilian symposium on bioinformatics,100
832,832,XXVI Congresso da Sociedade Brasileira de Computação,2006.0,-,re,simposio brasileiro de computacao musical,70
833,833,"Conferência IADIS Ibero Americana WWW/Internet 2006, 2006",2006.0,-,er,conferencia latinoamericana de informatica,67
834,834,VII Workshop em Sistemas Computacionais de Alto Desempenho,2006.0,-,works,simposio em sistemas computacionais de alto desempenho,91
835,835,III Workshop on Grid Computing and Applications,2005.0,-,works,workshop of urban computing,81
836,836,"VEM - VI Workshop on Software Visualization, Evolution and Maintenance",2018.0,-,vem,"workshop on software visualization, evolution and maintenance",100
837,837,BiDU - Workshop on Big Social Data and Urban Computing,2018.0,-,works,workshop on exascale mpi,71
838,838,WebMedia,,-,webmedia,acm conference on hypertext and hypermedia,75
839,839,Conferência IADIS Ibero Americana WWW/Internet 2006,,-,er,conferencia latinoamericana de informatica,67
840,840,XXXIII SEMISH - Seminário Integrado de Software e Hardware,2006.0,-,sem,seminario integrado de software e hardware,100
841,841,High Performance Computing and Simulation Conference (HPCS 2007),2007.0,-,er,social simulation conference,82
842,842,Symposium on Computer Architecture and High Performance Computing,2004.0,-,om,international symposium on computer architecture and high performance computing,100
843,843,2014 IEEE/ACM 7th International Conference on Utility and Cloud Computing (UCC),2014.0,-,er,ieee/acm international conference on utility and cloud computing,94
844,844,"2015 23rd Euromicro International Conference on Parallel, Distributed and NetworkBased Processing (PDP)",,-,euro,"euromicro international conference on parallel, distributed and network-based processing",99
845,845,XXXIV Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos - SBRC,2016.0,-,iv,simposio brasileiro de redes de computadores e sistemas distribuidos,100
846,846,"10th International Conference, GECON - Economics of Grids, Clouds, Systems, and Services",2013.0,-,er,"international conference on economics of grids, clouds, systems and services",91
847,847,IT CONFERENCE SUCESU-MT 2003,2003.0,-,er,agile conference,75
848,848,II Jornada da Produção Científica da Educação Profissional e Tecnológica da Região Centro Oeste,,-,or,congresso sobre tecnologias na educacao,62
849,849,the 5th ACM,2018.0,-,-,annual conference of the north american fuzzy information processing society,73
850,850,I Jornada Científica do Estado de Mato Grosso,2006.0,-,or,international conference on scientific and statistical database management,56
851,851,WOB - II Workshp Brasileiro de Bioinformática,2003.0,-,works,congresso brasileiro de agroinformatica,78
852,852,6º Jornada Ciêntífica da UFSCar,2005.0,-,or,international conference on scientific and statistical database management,61
853,853,Proceedings of the IEEE WCCI 2006,2006.0,-,wcci,annual meeting of the cognitive science society,58
854,854,I Simpósio de Biotecnologia da UFSCar,2007.0,-,im,simposio brasileiro de tecnologia da informacao,70
855,855,IEEE Congress on Evolutionary Computation (CEC 2008) in World Congress on Computational Intelligence,2008.0,-,re,ieee congress on evolutionary computation,100
856,856,International Conference on Bioinformatics and Computational Biology,2010.0,-,er,acm international conference on bioinformatics and computational biology and health informatics,100
857,857,Alice Brasil,,-,-,congresso de engenharia de audio da audio engineering society brasil.,75
858,858,n: X-Meeting 2015 - 11th International Conference of th AB3C + Brazilian Symposium of Bioinformatics,2015.0,-,er,brazilian symposium on bioinformatics,97
859,859,Encontro de Teoria da Computação,2016.0,-,or,workshop de desafios da computacao aplicada a educacao,69
860,860,Brazilian Summer School on Combinatorics and Algorithms,2001.0,-,sum,international workshop on combinatorial algorithms,70
861,861,Workshop Internacional de Combinatória,1996.0,-,works,workshop iberchip,76
862,862,XVII Congresso da Sociedade Brasileuira de Computação,1997.0,-,re,simposio brasileiro de computacao musical,69
863,863,"VI Latin American Algorithms, Graphs, and Optimization Symposium",2011.0,-,latin,"latin-american algorithms, graphs and optimization symposium",97
864,864,"CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES",2012.0,-,er,"conference on graphics, patterns and images",100
865,865,Workshop de Visão Computacional,2012.0,-,works,workshop de visao computacional,100
866,866,Brazilian Conference on Intelligent Systems,2013.0,-,er,brazilian conference on intelligent system,100
867,867,22nd International Conference on Pattern Recognition (ICPR),2014.0,-,er,international conference on pattern recognition,100
868,868,"Conference on Graphics, Patterns and Images (SIBGRAPI)",2014.0,-,er,"conference on graphics, patterns and images",100
869,869,2019 XV Workshop de Visão Computacional (WVC),2019.0,-,works,workshop de visao computacional,100
870,870,ACM-SIAM Symposuim on Discrete Algorithms,2005.0,-,am,acm-siam symposium on discrete algorithms,98
871,871,Workshop on Solving Irregularly Structured Problems in Parallel,1999.0,-,works,workshop on software modularity,68
872,872,XVIII CNMAC - Congresso Nacional de Matemática Aplicada e Computacional,1995.0,-,cnmac,congresso nacional de matematica aplicada e computacional,100
873,873,The 2001 International Conference on Parallel and Distributed Processing Techniques and Applications PDPTA'2001,2001.0,-,er,international conference on parallel and distributed processing techniques and applications,100
874,874,13th International Conference on Parallel and Distributed Computing and Systems,2001.0,-,er,international conference on parallel and distributed systems,90
875,875,XXI Congresso da Sociedade Brasileira de Computação,2001.0,-,re,simposio brasileiro de computacao musical,70
876,876,Third International Workshop on Experimental and Efficient Algorithms - WEA 2004,2004.0,-,er,international i*workshop,92
877,877,Euro-Par 2004,2004.0,-,euro,east european conference on advances in databases and information systems,54
878,878,VI Workshop em Sistemas Computacionais de Alto Desempenho,2005.0,-,works,simposio em sistemas computacionais de alto desempenho,91
879,879,VII Workshop em Sistemas Computacionais de Alto Desempenho - WSCAD 2006,2006.0,-,works,simposio em sistemas computacionais de alto desempenho,91
880,880,The Seventh IEEE International Symposium on Cluster Computing and the Grid ? CCGrid 2007,2007.0,-,er,international symposium on visual computing,86
881,881,International Latin American Grid Workshop LAGrid 2008,2008.0,-,er,interaction latin america,88
882,882,"10th International Conference on High Performance Computing, Grid and e-Science in Asia Pacific Region HPC Asia 2009",2009.0,-,er,ieee international conference on high performance computing,93
883,883,"10th International Conference on High Performance Computing, Grid and e-Science in Asia Pacific Region HPC-Asia 2009",2009.0,-,er,ieee international conference on high performance computing,93
884,884,2012 41st International Conference on Parallel Processing Workshops (ICPPW),2012.0,-,er,parallel processing workshops,100
885,885,"2014 International Conference on Computational Science,",2014.0,-,er,international conference on computational science,100
886,886,XIX SIMPÓSIO DE SISTEMAS COMPUTACIONAIS DE ALTO DESEMPENHO,2018.0,-,im,simposio em sistemas computacionais de alto desempenho,98
887,887,XIX Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD 2019),2019.0,-,im,simposio em sistemas computacionais de alto desempenho,100
888,888,VIII Workshop em Sistemas Computacionais de Alto Desempenho (WSCAD 2007),2007.0,-,works,simposio em sistemas computacionais de alto desempenho,91
889,889,"LAGOS'09 - V Latin-American Algorithms, Graphs and Optimization Symposium",2009.0,-,lagos,"latin-american algorithms, graphs and optimization symposium",100
890,890,IV Workshop de teses de doutorado em andamento do IC-UNICAMP,2008.0,-,iv,workshop de testes e tolerancia a falhas,70
891,891,CLEI - XXVII Latin-American Conference on informatics,2001.0,-,cl,americas conference on information systems,84
892,892,11º Simpósio Internacional de Iniciação Científica da USP,2003.0,-,im,simposio internacional de informatica educatica,79
893,893,4ª Mostra de Trabalhos Monográficos,1997.0,-,-,workshop de pesquisa em computacao dos campos gerais,53
894,894,VI Simpósio de Teses e Dissertações,2001.0,-,im,ieee symposium on 3d user interfaces,62
895,895,II Encontro de Extensão da Univesidade Federal da Grande Dourados e II Encontro de Bolsistas de Extensão de Mato Grosso do Sul,2008.0,-,iv,workshop de gestao de identidades digitais,57
896,896,VII Jornada Peruana de Computación,2008.0,-,or,congresso nacional de matematica aplicada e computacional,62
897,897,1º Congresso de Computação da Grande Dourados,2008.0,-,re,seminario de computacao e mercado,67
898,898,Joint Conference - SBIA/SBRN/JRI - III Workshop on Computational Intelligence (WCI 2010),2010.0,-,er,workshop on computational intelligence and smart cities,79
899,899,International Conference on Software Engineering Advances -- ICSEA,2015.0,-,er,international conference on software engineering,100
900,900,V Simpósio de Teses e Dissertações,2000.0,-,im,ieee symposium on 3d user interfaces,64
901,901,ETI - Encontro de Tecnologia e Informática,2006.0,-,ec,simposio brasileiro de tecnologia da informacao,72
902,902,VIII Simpósio Internacional de Melhoria de Processos de Software,2007.0,-,im,simposio internacional de informatica educatica,70
903,903,"IV Congresso de Pesquisa, Ensino e Extensão - IV CONPEEX",2007.0,-,iv,world congress on biosensors,57
904,904,V Experimental Software Engineering Latin American Workshop,2008.0,-,xp,software engineering track,85
905,905,VII Workshop de Teses e Dissertações em Qualidade de Software,2009.0,-,works,simposio brasileiro de qualidade de software,70
906,906,"VI Congresso de Pesquisa, Ensino e Extensão - VI CONPEEX",2009.0,-,re,world congress on biosensors,57
907,907,IX Simpósio Brasileiro de Qualidade de Software,2010.0,-,im,simposio brasileiro de qualidade de software,100
908,908,VI Workshop Olhar Sociotécnico sobre a Engenharia de Software (paralelo ao Simpósio Brasileiro de Qualidade de Software),2010.0,-,works,simposio brasileiro de qualidade de software,100
909,909,Workshop Anual do MPS,2010.0,-,works,workshop on core computations on spatial information,71
910,910,X Simpósio Brasileiro de Qualidade de Software,2011.0,-,im,simposio brasileiro de qualidade de software,100
911,911,XI Simpósio Brasileiro de Sistemas de Informação,2015.0,-,im,simposio brasileiro de sistemas de informacao,100
912,912,2017 IEEE/ACM 39th International Conference on Software Engineering: Software Engineering Education and Training Track (ICSESEET),2017.0,-,er,international conference on software engineering,100
913,913,the XXXIII Brazilian Symposium,2019.0,-,-,ieee haptics symposium,64
914,914,SBQS&apos;20: 19th Brazilian Symposium on Software Quality,,-,sbqs,brazilian symposium on software engineering,80
915,915,International Conference on Cooperative and Human Aspects of Software Engineering,2021.0,-,er,international workshop on cooperative and human aspects of software engineering,90
916,916,SBES &apos;21: Brazilian Symposium on Software Engineering,2021.0,-,sbes,brazilian symposium on software engineering,100
917,917,Workshop de Gerência de Projetos de Software do Simpósio Brasileiro de Qualidade de Software,2012.0,-,works,simposio brasileiro de qualidade de software,100
918,918,I Workshop sobre Algoritmos de Mineração de Dados,2005.0,-,works,workshop sobre ensino de ihc,71
919,919,VI Workshop de Teses e Dissertações - XX Simpósio Brasileiro de Computação Gráfica (SIBGRAPI),2007.0,-,works,simposio brasileiro de computacao musical,90
920,920,IV Brazilian Symposium on Mathematical and Computational Biology (BIOMAT),2004.0,-,iv,brazilian symposium on geoinformatics,78
921,921,X Congresso da Sociedade Brasileira de Informática em Saúde,2006.0,-,re,congresso brasileiro de informatica em saude,82
922,922,XIII Evento de Iniciação Científica da UFPR (EVINCI),2005.0,-,cie,seminario de computacao e mercado,52
923,923,2014 International Joint Conference on Neural Networks (IJCNN),,-,er,ieee international joint conference on neural networks,93
924,924,Brazilian Conference on Intelligent Systems (BRACIS),2019.0,-,er,brazilian conference on intelligent system,100
925,925,Workshop sobre Educação em Computação,2020.0,-,works,workshop sobre educacao em computacao,100
926,926,"2013 IEEE International Conference on Systems, Man and Cybernetics (SMC 2013)",,-,er,"ieee international conference on systems, man and cybernetics",100
927,927,V Simpósio de Teses e Dissertações do Programa de Pós-Graduação da Área de Ciências de Computação e Matemática Computacional,2000.0,-,im,simposio de mecanica computacional,74
928,928,6º Simpósio de Iniciação Científica da USP,1998.0,-,im,simposio de mecanica computacional,65
929,929,VI Seminário de Iniciação Científica da Universidade Federal de Ouro Preto,1998.0,-,sem,seminario de computacao e mercado,67
930,930,3º Congresso de Iniciação Científica - ASSER,1998.0,-,re,congresso da associacao nacional de pesquisa e pos-graduacao em musica,61
931,931,VI Simpósio de Teses e Dissertações do Programa de Pós-Graduação da Área de Ciências de Computação e Matemática Computacional,2001.0,-,im,simposio de mecanica computacional,74
932,932,XII Simpósio Brasileiro de Informática na Educação,2001.0,-,im,simposio brasileiro de informatica na educacao,100
933,933,VIII Workshop de Qualidade de Software - XV Simpósio Brasileiro de Engenharia de Software,2001.0,-,works,simposio brasileiro de qualidade de software,84
934,934,XXVII Latin-American Conference on Informatics,2001.0,-,latin,americas conference on information systems,84
935,935,XII Conferência Internacional de Tecnologia de Software: Qualidade de Software,2001.0,-,er,workshop de software livre,65
936,936,V Workshop de Teses e Dissertações em Engenharia de Software - XIV Simpósio Brasileiro de Engenharia de Software,2000.0,-,works,simposio brasileiro de qualidade de software,84
937,937,Simpósio Brasileiro de Qualidade de Software,2002.0,-,im,simposio brasileiro de qualidade de software,100
938,938,14o Congresso Internacional de Tecnologia de Software (CITS 2003),2003.0,-,re,congresso internacional de design da informacao,72
939,939,XXIX Conferencia Lationoamericana de Informática (Clei 2003),2003.0,-,er,conferencia latinoamericana de informatica,98
940,940,"X Sessão de Ferramentas, XVII Simpósio Brasileiro de Engenharia de Software (SBES2003)",2003.0,-,er,simposio brasileiro de qualidade de software,84
941,941,VII WORKSHOP IBEROAMERICANO DE INGENIERÍA DE REQUISITOS Y DESARROLLO DE AMBIENTES DE SOFTWARE,2004.0,-,works,workshop iberchip,76
942,942,XXX Conferencia Latinoamericana de Informática (CLEI2004),2004.0,-,er,conferencia latinoamericana de informatica,100
943,943,4ª Jornadas Iberoamericanas de Ingeniería del Software e Ingeniería del Conocimiento,2004.0,-,or,simposio latinoamericano de ingenieria de software,78
944,944,Simpósio Internacional de Melhoria de Processo de Software,2004.0,-,im,simposio internacional de informatica educatica,70
945,945,Seventeenth International Conference on Software Engineering and Knowledge Engineering,2005.0,-,er,international conference on software engineering,100
946,946,"XIII Workshop sobre Educação em Computação (WEI 2005), XXV Congresso da Sociedade Brasileira de Computação (SBC 2005)",2005.0,-,works,workshop sobre educacao em computacao,100
947,947,I IFIP Academy on the State of Software Theory and Practice - PhD Colloquium,2005.0,-,cad,fast software encryption,62
948,948,VII Workshop de Teses e Dissertações Defendidas,2002.0,-,works,iberchip workshop,65
949,949,IX Simpósio de Teses e Dissertações,2004.0,-,im,ieee symposium on 3d user interfaces,62
950,950,4th International Information and Telecommunication Technologies Symposium,2005.0,-,er,international conference on telecommunications,80
951,951,18. International Conference on Software Engineering & Knowledge Engineering,2006.0,-,er,international conference on software engineering,100
952,952,"Sessão de Ferramentas, Simpósio Brasileiro de Engenharia de Software",2006.0,-,er,simposio brasileiro de qualidade de software,84
953,953,VI Simpósio Brasileiro de Sistemas de Informação,2010.0,-,im,simposio brasileiro de sistemas de informacao,100
954,954,XVI Simpósio Brasileiro de Sistemas Multimídia e Web,2010.0,-,im,simposio brasileiro de sistemas eletricos,85
955,955,Workshop de Ferramentas e Aplicações - XVI Simpósio Brasileiro de Sistemas Multimídia e Web,2010.0,-,works,simposio brasileiro de sistemas eletricos,85
956,956,Escola Regional de Informática - SBC Mato Groso,2010.0,-,sc,workshop de informatica na escola,67
957,957,XXXI Congresso da Sociedade Brasileira de Computação - XXXVIII Seminário Integrado de Software e Hardware,2011.0,-,re,seminario integrado de software e hardware,100
958,958,IX Encontro Centro-oeste e Norte dos Grupos PET,2011.0,-,or,ieee sensors,58
959,959,XXV Simpósio Brasileiro de Engenharia de Software - Trilha Especial &quot;SBES is 25&quot;,2011.0,-,im,simposio brasileiro de qualidade de software,84
960,960,5º Congresso Brasileiro de Extensão Universitária,2011.0,-,re,congresso brasileiro de automatica,76
961,961,Simpósio Mineiro de Computação,2012.0,-,im,simposio brasileiro de computacao aplicada a saude,83
962,962,V Workshop sobre Gerenciamento de Projetos de Software do Simpósio Brasileiro de Qualidade de Software,2012.0,-,works,simposio brasileiro de qualidade de software,100
963,963,Simpósio Brasileiro de Informática na Educação (SBIE 2012),2012.0,-,im,simposio brasileiro de informatica na educacao,100
964,964,16th International Conference on Human-Computer Interaction,2014.0,-,er,international conference on human-computer interaction,100
965,965,14th International Conference on Computational Science and Its Applications,2014.0,-,er,international conference on computational science,100
966,966,XIII Simpósio Brasileiro de Qualidade de Software,2014.0,-,im,simposio brasileiro de qualidade de software,100
967,967,XL Conferência Latino-Americana de Informática,2014.0,-,er,conferencia latinoamericana de informatica,98
968,968,XXI Sessão de Ferramentas do Congresso Brasileiro de Software: Teoria e Prática,2014.0,-,er,congresso brasileiro de automatica,79
969,969,5th International Workshop on Process Model Collections: Management and Reuse - 12th International Conference on Business Process Management,2014.0,-,er,international conference on business process management,100
970,970,30th ACM Symposium on Applied Computing,2015.0,-,pp,acm symposium on applied computing,100
971,971,15th International Conference on Computational Science and Its Applications,2015.0,-,er,international conference on computational science,100
972,972,15th International Conference on Computational Science and Applications,2015.0,-,er,international conference on computational science,100
973,973,27th International Conference on Software Engineering and Knowledge Engineering,2015.0,-,er,international conference on software engineering,100
974,974,12th ACS/IEEE International Conference on Computer Systems and Applications,2015.0,-,er,acs/ieee international conference on computer systems and applications,100
975,975,XII Simpósio Brasileiro de Sistemas de Informação,2016.0,-,im,simposio brasileiro de sistemas de informacao,100
976,976,16th International Conference on Computational Science and Its Applications,2016.0,-,er,international conference on computational science,100
977,977,XV Simpósio Brasileiro de Qualidade de Software,2016.0,-,im,simposio brasileiro de qualidade de software,100
978,978,International Conference on Information Technology: New Generations,2017.0,-,er,international conference on information technology : new generations,99
979,979,XIII Simpósio Brasileiro de Sistemas de Informação,2017.0,-,im,simposio brasileiro de sistemas de informacao,100
980,980,2017 EFITA WCCA Congress,2017.0,-,fit,latin american web congress,64
981,981,Twenty-Ninth International Conference on Software Engineering and Knowledge Engineering,2017.0,-,er,international conference on software engineering,100
982,982,XXIII Simpósio Brasileiro de Sistemas Multimídia e Web,2017.0,-,im,simposio brasileiro de sistemas eletricos,85
983,983,13ª Jornada Científica da Embrapa Gado de Corte,2017.0,-,or,annual conference and international lidar mapping forum,51
