,Column1,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
545,69,International Symposium on Mathematics/Science Education and Technology,19940.0,-,conferencia,-,international symposium on mathematical morphology,international symposium compimage,international symposium on mathematical foundations of computer science,robocup international symposium,74.0,85.0,75.0,85.0,,B3,,A4,nulo,nao_tem,-
546,154,Latin American Conference on High Performance Computing (CLCAR 2010),20100.0,-,conferencia,latin,ieee international conference on high performance computing,ieee international conference on high performance computing,latin american high performance computing conference,latin american high performance computing conference,74.0,80.0,88.0,100.0,,A3,nulo,nulo,sort set,latin american high performance computing conference,nulo
547,158,XIV Simpósio em Sistemas Computacionais (WSCAD-SSC),20130.0,-,conferencia,wscad,simposio em sistemas computacionais de alto desempenho,simposio de mecanica computacional,simposio em sistemas computacionais de alto desempenho,simposio brasileiro sobre fatores humanos em sistemas computacionais,74.0,76.0,68.0,83.0,,,,A4,ratio sort,simposio em sistemas computacionais de alto desempenho,B1
548,172,IEEE International Workshop on Genomic Signal Processing and Statistics,20090.0,-,conferencia,-,ieee international workshop on machine learning for signal processing,international i*workshop,"international conference on systems, signals and image processing",international i*workshop,74.0,92.0,74.0,96.0,,B4,,B4,nulo,nao_tem,-
549,230,IV Congresso Brasileiro de Software: Teoria e Prática,20130.0,-,conferencia,iv,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de informatica em saude,congresso brasileiro de automatica,74.0,79.0,77.0,81.0,,,,B4,nulo,nao_tem,-
550,232,Workshop on Experimental Software Engineering - CIbSE,20150.0,-,conferencia,cibse,workshop on modeling in software engineering,software engineering track,workshop on modeling in software engineering,software engineering track,74.0,85.0,78.0,87.0,,B2,,B2,nulo,nao_tem,-
551,442,"2013 XXVI SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",20130.0,-,conferencia,sibgrapi,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",74.0,100.0,75.0,100.0,,A3,,A3,all,"conference on graphics, patterns and images",A3
552,444,"2014 27th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",20140.0,-,conferencia,sibgrapi,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",74.0,100.0,75.0,100.0,,A3,,A3,all,"conference on graphics, patterns and images",A3
553,446,"2015 28th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",20150.0,-,conferencia,sibgrapi,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",74.0,100.0,75.0,100.0,,A3,,A3,all,"conference on graphics, patterns and images",A3
554,447,"2016 29th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",20160.0,-,conferencia,sibgrapi,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",74.0,100.0,75.0,100.0,,A3,,A3,all,"conference on graphics, patterns and images",A3
555,449,"2017 30th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",20170.0,-,conferencia,sibgrapi,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",74.0,100.0,75.0,100.0,,A3,,A3,all,"conference on graphics, patterns and images",A3
556,504,Latin American Robotics Competition,20120.0,-,conferencia,latin,ieee latin american robotics symposium,ieee latin american robotics symposium,ieee latin american robotics symposium,ieee latin american robotics symposium,74.0,79.0,68.0,79.0,,,,,nulo,nao_tem,-
557,507,Latin American Robotics Competition,20140.0,-,conferencia,latin,ieee latin american robotics symposium,ieee latin american robotics symposium,ieee latin american robotics symposium,ieee latin american robotics symposium,74.0,79.0,68.0,79.0,,,,,nulo,nao_tem,-
558,511,Latin American Robotics Competition,20160.0,-,conferencia,latin,ieee latin american robotics symposium,ieee latin american robotics symposium,ieee latin american robotics symposium,ieee latin american robotics symposium,74.0,79.0,68.0,79.0,,,,,nulo,nao_tem,-
559,534,First Workshop on Ontologies and Metamodels in Software Engineering,20060.0,-,conferencia,-,workshop on modeling in software engineering,workshop on modeling in software engineering,workshop on modeling in software engineering,workshop on modeling in software engineering,74.0,77.0,76.0,89.0,,,,B2,nulo,nao_tem,-
560,559,International Federation for Information Processing (IFIP) Congress,20060.0,-,conferencia,-,international conference on information processing in sensor networks,international conference on neural information processing,international conference on neural information processing,international conference on neural information processing,74.0,77.0,72.0,79.0,,,,,nulo,nao_tem,-
561,648,Simpósio Internacional de Iniciação Científica da USP,20080.0,-,conferencia,-,simposio internacional de informatica educatica,simposio internacional de informatica educatica,simposio internacional de informatica educatica,simposio internacional de informatica educatica,74.0,79.0,68.0,74.0,,,,,nulo,nao_tem,-
562,752,The Second International Conference on Informatics & Applications (ICIA2013),20130.0,-,conferencia,-,international conferen ce on information security applications,international conference on biometrics,international conferen ce on information security applications,international cad conference,74.0,89.0,79.0,92.0,,A3,,B2,nulo,nao_tem,-
563,817,VII Congresso Internacional de Zootecnia,20050.0,-,conferencia,-,congreso internacional de informatica educativa,congresso internacional de ergonomia e usabilidade de interfaces humano computador,international conference on technical debt,congresso internacional de design da informacao,74.0,78.0,71.0,79.0,,,,,nulo,nao_tem,-
564,982,XXIII Simpósio Brasileiro de Sistemas Multimídia e Web,20170.0,-,conferencia,-,simposio brasileiro de sistemas eletricos,simposio brasileiro de sistemas eletricos,simposio brasileiro de sistemas eletricos,simposio brasileiro de sistemas eletricos,74.0,85.0,76.0,86.0,,B4,,B4,nulo,nao_tem,-
565,8,Seminário de Tecnologia da Informação Aplicada,20080.0,-,conferencia,-,simposio brasileiro de tecnologia da informacao,simposio brasileiro de tecnologia da informacao,simposio brasileiro de tecnologia da informacao,simposio brasileiro de tecnologia da informacao,73.0,80.0,77.0,77.0,,B4,,,nulo,nao_tem,-
566,11,Eleventh International Conference on Computational Linguistics and Intelligent Text Processing,20100.0,-,conferencia,-,international conference on computational science and engineering,international conference on computational linguistics,international conference on intelligent text processing and computational linguistics,international conference on intelligent text processing and computational linguistics,73.0,100.0,95.0,100.0,,A2,A3,A3,sort set,international conference on intelligent text processing and computational linguistics,A3
567,30,DOA ´01 - 3rd International Symposium on Distributed Objects and Applications,20010.0,-,conferencia,-,ieee/acm international symposium on distributed simulation and real-time applications,international symposium on distributed computing,ieee/acm international symposium on distributed simulation and real-time applications,international symposium on distributed computing,73.0,85.0,75.0,88.0,,A3,,A3,nulo,nao_tem,-
568,65,"IX International ACM Conference on Hypertext and Hypermedia, Hypertext?98",19980.0,-,conferencia,hypertext,acm conference on hypertext and hypermedia,acm conference on hypertext and hypermedia,acm conference on hypertext and hypermedia,acm conference on hypertext and hypermedia,73.0,100.0,74.0,100.0,,A3,,A3,all,acm conference on hypertext and hypermedia,A3
569,73,IX Conferencia Interamericana de Educación Matemaática,19950.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia iberoamericana de software engineering,conferencia iberoamericana de software engineering,73.0,74.0,65.0,65.0,,,,,nulo,nao_tem,-
570,81,"WWW/Internet 2007, IADIS International Conference WWW/Internet",20030.0,-,conferencia,www,international conference on www/internet,international conference on www/internet,international conference on www/internet,international conference on www/internet,73.0,96.0,77.0,96.0,,B4,,B4,all,international conference on www/internet,B4
571,84,"WWW/Internet 2004, IADIS International Conference WWW/Internet",20040.0,-,conferencia,www,international conference on www/internet,international conference on www/internet,international conference on www/internet,international conference on www/internet,73.0,96.0,77.0,96.0,,B4,,B4,all,international conference on www/internet,B4
572,94,"WWW/Internet 2006, IADIS International Conference WWW/Internet",20060.0,-,conferencia,www,international conference on www/internet,international conference on www/internet,international conference on www/internet,international conference on www/internet,73.0,96.0,77.0,96.0,,B4,,B4,all,international conference on www/internet,B4
573,95,"WWW/Internet 2007, IADIS International Conference WWW/Internet",20070.0,-,conferencia,www,international conference on www/internet,international conference on www/internet,international conference on www/internet,international conference on www/internet,73.0,96.0,77.0,96.0,,B4,,B4,all,international conference on www/internet,B4
574,124,Simpósio Brasileiro de Arquitetura de Computadores - Processamento de Alto Desempenho,19920.0,-,conferencia,-,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de robotica,simposio brasileiro de computacao aplicada a saude,simposio brasileiro de robotica,73.0,81.0,62.0,83.0,,B1,,B1,nulo,nao_tem,-
575,125,Simpósio Brasileiro de Arquitetura de Computadores - Processamento de Alto Desempenho,19930.0,-,conferencia,-,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de robotica,simposio brasileiro de computacao aplicada a saude,simposio brasileiro de robotica,73.0,81.0,62.0,83.0,,B1,,B1,nulo,nao_tem,-
576,338,XIX Latin-Iberoamerican Conference on Operations Research - CLAIO,20180.0,-,conferencia,latin,international conference on operations research,european conference on operational research,international conference on operations research,international conference on operations research,73.0,86.0,76.0,82.0,,B4,,B3,ratio sort set,international conference on operations research,B3
