,Column1,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
250,12,Fourteenth Conference on Computational Natural Language Learning,20100.0,-,conferencia,-,conference on computational natural language learning,conference on computational natural language learning,conference on computational natural language learning,conference on natural language learning,91.0,100.0,91.0,100.0,A2,A2,A2,A2,ratio partial sort,conference on computational natural language learning,A2
251,149,"International Colloquium on Automata, Languages and Programming - ICALP 97",19970.0,-,conferencia,icalp,"international colloquium on automata, languages, and programming","international colloquium on automata, languages, and programming","international colloquium on automata, languages, and programming","international colloquium on automata, languages, and programming",91.0,98.0,93.0,100.0,A2,A2,A2,A2,all,"international colloquium on automata, languages, and programming",A2
252,168,2017 International Symposium on Computer Architecture and High Performance Computing Workshops (SBACPADW),20170.0,-,conferencia,sbacpadw,international symposium on computer architecture and high performance computing workshop,international symposium on computer architecture,international symposium on computer architecture and high performance computing workshop,international symposium on computer architecture,91.0,100.0,92.0,100.0,B3,A1,B3,A1,ratio sort,international symposium on computer architecture and high performance computing workshop,B3
253,177,2018 International Conference on Computational Sciences and its Applications - ICCSA,20180.0,-,conferencia,its,international conference on computational science and its applications,international conference on computational science,international conference on computational science and its applications,international conference on computational science and its applications,91.0,100.0,92.0,94.0,A3,B2,A3,A3,ratio sort set,international conference on computational science and its applications,A3
254,231,2016 IEEE International Conference on Software Maintenance and Evolution (ICSME),20160.0,-,conferencia,icsme,ieee international conference on software maintenance and evolution,ieee international conference on software maintenance and evolution,ieee international conference on software maintenance and evolution,ieee international conference on software maintenance and evolution,91.0,100.0,92.0,100.0,A2,A2,A2,A2,all,ieee international conference on software maintenance and evolution,A2
255,296,"2018 26th Euromicro International Conference on Parallel, Distributed and Networkbased Processing (PDP)",20180.0,-,conferencia,euromicro,"euromicro international conference on parallel, distributed and network-based processing","euromicro international conference on parallel, distributed and network-based processing","euromicro international conference on parallel, distributed and network-based processing",international conference on parallel processing,91.0,99.0,87.0,100.0,A3,A3,A3,A3,ratio partial sort,"euromicro international conference on parallel, distributed and network-based processing",A3
256,359,39th International Symposium on Multiple Valued Logic,20090.0,-,conferencia,-,ieee international symposium on multiple-valued logic,ieee international symposium on multiple-valued logic,ieee international symposium on multiple-valued logic,ieee international symposium on multiple-valued logic,91.0,91.0,92.0,95.0,B1,B1,B1,B1,all,ieee international symposium on multiple-valued logic,B1
257,384,"2015 IEEE 26th International Conference on Applicationspecific Systems, Architectures and Processors (ASAP)",,-,conferencia,asap,"ieee international conference on application-specific systems, architectures and processors","ieee international conference on application-specific systems, architectures and processors","ieee international conference on application-specific systems, architectures and processors",ieee international systems conference,91.0,95.0,84.0,100.0,A4,A4,A4,A4,ratio partial sort,"ieee international conference on application-specific systems, architectures and processors",A4
258,645,Annual ACM Symposium on Applied Computing,20080.0,-,conferencia,-,acm symposium on applied computing,acm symposium on applied computing,acm symposium on applied computing,acm symposium on applied computing,91.0,100.0,91.0,100.0,A2,A2,A2,A2,all,acm symposium on applied computing,A2
259,672,ACM/SIGAPP Symposium On Applied Computing,20150.0,-,conferencia,-,acm symposium on applied computing,acm symposium on applied computing,acm symposium on applied computing,acm symposium on applied computing,91.0,94.0,91.0,100.0,A2,A2,A2,A2,all,acm symposium on applied computing,A2
260,774,2016 IEEE 28th International Symposium on Computer Architecture and High Performance Computing,20160.0,-,conferencia,-,international symposium on computer architecture and high performance computing,international symposium on computer architecture,international symposium on computer architecture and high performance computing,ieee international symposium on high performance computer architecture,91.0,100.0,91.0,100.0,A4,A1,A4,A1,ratio sort,international symposium on computer architecture and high performance computing,A4
261,794,15th International Conference on Computational Science and Its Applications -- ICCSA,20150.0,-,conferencia,its,international conference on computational science and its applications,international conference on computational science,international conference on computational science and its applications,international conference on computational science,91.0,100.0,93.0,100.0,A3,B2,A3,B2,ratio sort,international conference on computational science and its applications,A3
262,844,"2015 23rd Euromicro International Conference on Parallel, Distributed and NetworkBased Processing (PDP)",,-,conferencia,euromicro,"euromicro international conference on parallel, distributed and network-based processing","euromicro international conference on parallel, distributed and network-based processing","euromicro international conference on parallel, distributed and network-based processing",international conference on parallel processing,91.0,99.0,88.0,100.0,A3,A3,A3,A3,ratio partial sort,"euromicro international conference on parallel, distributed and network-based processing",A3
263,845,XXXIV Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos - SBRC,20160.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,91.0,100.0,93.0,100.0,A4,A4,A4,A4,all,simposio brasileiro de redes de computadores e sistemas distribuidos,A4
264,915,International Conference on Cooperative and Human Aspects of Software Engineering,20210.0,-,conferencia,-,international workshop on cooperative and human aspects of software engineering,international workshop on cooperative and human aspects of software engineering,international workshop on cooperative and human aspects of software engineering,international conference on software engineering,91.0,90.0,88.0,100.0,A4,A4,A4,A1,ratio partial sort,international workshop on cooperative and human aspects of software engineering,A4
265,1018,"2016 IEEE International Conference on Electronics, Circuits and Systems (ICECS)",20160.0,-,conferencia,icecs,"ieee international conference on electronics, circuits and systems","ieee international conference on electronics, circuits and systems","ieee international conference on electronics, circuits and systems","ieee international conference on electronics, circuits and systems",91.0,100.0,92.0,100.0,B1,B1,B1,B1,all,"ieee international conference on electronics, circuits and systems",B1
266,54,XXXI Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC'13),20130.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,90.0,100.0,91.0,100.0,A4,A4,A4,A4,all,simposio brasileiro de redes de computadores e sistemas distribuidos,A4
267,273,PDPTA'04 - The 2004 International Conference on Parallel and Distributed Processing Techniques and Applications,20040.0,-,conferencia,-,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel processing,90.0,100.0,91.0,100.0,B2,B2,B2,A3,ratio partial sort,international conference on parallel and distributed processing techniques and applications,B2
268,330,"LAGOS'11 ? VI Latin-American Algorithms, Graphs and Optimization Symposium",20110.0,-,conferencia,lagos,"latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium",90.0,100.0,91.0,100.0,B3,B3,B3,B3,all,"latin-american algorithms, graphs and optimization symposium",B3
269,331,"LAGOS'09 ? V Latin-American Algorithms, Graphs and Optimization Symposium",,-,conferencia,lagos,"latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium",90.0,100.0,91.0,100.0,B3,B3,B3,B3,all,"latin-american algorithms, graphs and optimization symposium",B3
270,410,2013 International Conference on Parallel and Distributed Systems (ICPADS),,-,conferencia,icpads,international conference on parallel and distributed systems,international conference on parallel and distributed systems,international conference on parallel and distributed systems,international conference on parallel and distributed systems,90.0,100.0,91.0,100.0,B1,B1,B1,B1,all,international conference on parallel and distributed systems,B1
271,479,21st International Symposium on String Processing and Information Retrieval (SPIRE'14),20140.0,-,conferencia,spire,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,90.0,100.0,91.0,100.0,B1,B1,B1,B1,all,international symposium on string processing and information retrieval,B1
272,600,Workshop em Desempenho de Sistemas Computacionais e de Comunicação (WPerformance),20200.0,-,conferencia,wperformance,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,90.0,100.0,91.0,100.0,B4,B4,B4,B4,all,workshop em desempenho de sistemas computacionais e de comunicacao,B4
273,609,International Conference on Software Maintenance and Reengineering,19990.0,-,conferencia,-,european conference on software maintenance and reengineering,european conference on software maintenance and reengineering,european conference on software maintenance and reengineering,international cad conference,90.0,90.0,90.0,92.0,A3,A3,A3,B2,ratio partial sort,european conference on software maintenance and reengineering,A3
274,727,Brazilian Symposium on Software Engineering - SBES'20,20200.0,-,conferencia,sbes,brazilian symposium on software engineering,brazilian symposium on software engineering,brazilian symposium on software engineering,brazilian symposium on software engineering,90.0,100.0,91.0,100.0,A3,A3,A3,A3,all,brazilian symposium on software engineering,A3
275,767,26th International Conference on Software Engineering and Knowledge Engineering (SEKE 2014),20140.0,-,conferencia,seke,international conference on software engineering and knowledge engineering,international conference on software engineering,international conference on software engineering and knowledge engineering,international conference on software engineering,90.0,100.0,91.0,100.0,B1,A1,B1,A1,ratio sort,international conference on software engineering and knowledge engineering,B1
276,812,The 15th Symposium on Computer Architecture and High Performance Computing,20030.0,-,conferencia,-,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,90.0,91.0,85.0,94.0,A4,A4,A4,A4,all,international symposium on computer architecture and high performance computing,A4
277,842,Symposium on Computer Architecture and High Performance Computing,20040.0,-,conferencia,-,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,90.0,100.0,90.0,100.0,A4,A4,A4,A4,all,international symposium on computer architecture and high performance computing,A4
278,843,2014 IEEE/ACM 7th International Conference on Utility and Cloud Computing (UCC),20140.0,-,conferencia,ucc,ieee/acm international conference on utility and cloud computing,ieee/acm international conference on utility and cloud computing,ieee/acm international conference on utility and cloud computing,ieee international conference on cloud computing,90.0,94.0,91.0,100.0,A3,A3,A3,A2,ratio partial sort,ieee/acm international conference on utility and cloud computing,A3
279,873,The 2001 International Conference on Parallel and Distributed Processing Techniques and Applications PDPTA'2001,20010.0,-,conferencia,-,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel processing,90.0,100.0,90.0,100.0,B2,B2,B2,A3,ratio partial sort,international conference on parallel and distributed processing techniques and applications,B2
280,878,VI Workshop em Sistemas Computacionais de Alto Desempenho,20050.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,workshop em desempenho de sistemas computacionais e de comunicacao,90.0,91.0,81.0,92.0,B1,B1,B1,B4,ratio partial sort,simposio em sistemas computacionais de alto desempenho,B1
281,889,"LAGOS'09 - V Latin-American Algorithms, Graphs and Optimization Symposium",20090.0,-,conferencia,lagos,"latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium",90.0,100.0,91.0,100.0,B3,B3,B3,B3,all,"latin-american algorithms, graphs and optimization symposium",B3
282,993,XX Simpósio Brasileiro de Qualidade de Software (SBQS),20210.0,-,conferencia,sbqs,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,90.0,100.0,92.0,100.0,B1,B1,B1,B1,all,simposio brasileiro de qualidade de software,B1
283,1011,XVI WSCAD-Simpósio de Sistemas Computacionais de Alto Desempenho,20150.0,-,conferencia,wscad,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,90.0,98.0,86.0,97.0,B1,B1,B1,B1,all,simposio em sistemas computacionais de alto desempenho,B1
284,1013,XVI WSCAD-Simpósio de Sistemas Computacionais de Alto Desempenho,,-,conferencia,wscad,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,90.0,98.0,86.0,97.0,B1,B1,B1,B1,all,simposio em sistemas computacionais de alto desempenho,B1
285,52,XVIII Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC'10),20100.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,89.0,100.0,91.0,100.0,A4,A4,A4,A4,all,simposio brasileiro de redes de computadores e sistemas distribuidos,A4
286,55,XXXIII Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC'15),20150.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,89.0,100.0,90.0,100.0,A4,A4,A4,A4,all,simposio brasileiro de redes de computadores e sistemas distribuidos,A4
287,90,WebMedia - Brazilian Symposium on Multimedia and the Web,20050.0,-,conferencia,webmedia,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,89.0,100.0,91.0,100.0,A4,A4,A4,A4,all,brazilian symposium on multimedia and the web,A4
288,106,WebMedia - Brazilian Symposium on Multimedia and the Web,20100.0,-,conferencia,webmedia,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,89.0,100.0,91.0,100.0,A4,A4,A4,A4,all,brazilian symposium on multimedia and the web,A4
289,107,WebMedia - Brazilian Symposium on Multimedia and the Web,20060.0,-,conferencia,webmedia,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,89.0,100.0,91.0,100.0,A4,A4,A4,A4,all,brazilian symposium on multimedia and the web,A4
290,139,The 2001 International Conference on Computacional Sciece,20010.0,-,conferencia,-,international conference on computational science,international conference on computational science,international conference on computational science,international cad conference,89.0,97.0,89.0,92.0,B2,B2,B2,B2,ratio partial sort,international conference on computational science,B2
291,153,International Conference on High Performance Computing and Simulation - HPCS 2010,20100.0,-,conferencia,hpcs,international conference on high performance computing & simulation,international conference on high performance computing & simulation,international conference on high performance computing & simulation,international conference on high performance computing & simulation,89.0,96.0,90.0,100.0,A4,A4,A4,A4,all,international conference on high performance computing & simulation,A4
292,164,International Conference on Computational Science - ICCS 2015,20150.0,-,conferencia,iccs,international conference on computational science,international conference on computational science,international conference on computational science,international conference on computational science,89.0,100.0,91.0,100.0,B2,B2,B2,B2,all,international conference on computational science,B2
293,166,2016 28th International Symposium on Computer Architecture and High Performance Computing (SBACPAD),20160.0,-,conferencia,-,international symposium on computer architecture and high performance computing,international symposium on computer architecture,international symposium on computer architecture and high performance computing,international symposium on computer architecture,89.0,100.0,90.0,100.0,A4,A1,A4,A1,ratio sort,international symposium on computer architecture and high performance computing,A4
294,169,Simpósio em Sistemas Computacionais de Alto Desempenho - WSCAD 2017,20170.0,-,conferencia,wscad,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,89.0,100.0,91.0,100.0,B1,B1,B1,B1,all,simposio em sistemas computacionais de alto desempenho,B1
295,178,2016 IEEE 16th International Conference on Bioinformatics and Bioengineering (BIBE),,-,conferencia,bibe,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,89.0,94.0,90.0,100.0,A3,A3,A3,A3,all,ieee international conference on bioinformatics and bioengineering,A3
296,189,I WTA - Workshop de Tecnologia Adaptativa,20070.0,-,conferencia,wta,workshop de tecnologia adaptativa,workshop de tecnologia adaptativa,workshop de tecnologia adaptativa,workshop de tecnologia adaptativa,89.0,100.0,92.0,100.0,B4,B4,B4,B4,all,workshop de tecnologia adaptativa,B4
297,208,Computer on the Beach 2015,20150.0,-,conferencia,-,computer on the beach,computer on the beach,computer on the beach,computer on the beach,89.0,100.0,89.0,100.0,B3,B3,B3,B3,all,computer on the beach,B3
298,293,2013 IEEE 13th International Conference on Bioinformatics and Bioengineering (BIBE),20130.0,-,conferencia,bibe,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,89.0,94.0,90.0,100.0,A3,A3,A3,A3,all,ieee international conference on bioinformatics and bioengineering,A3
299,294,2015 IEEE 15th International Conference on Bioinformatics and Bioengineering (BIBE),20150.0,-,conferencia,bibe,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,89.0,94.0,90.0,100.0,A3,A3,A3,A3,all,ieee international conference on bioinformatics and bioengineering,A3
300,295,2017 IEEE 17th International Conference on Bioinformatics and Bioengineering (BIBE),20170.0,-,conferencia,bibe,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,89.0,94.0,90.0,100.0,A3,A3,A3,A3,all,ieee international conference on bioinformatics and bioengineering,A3
301,298,2019 IEEE 19th International Conference on Bioinformatics and Bioengineering (BIBE),20190.0,-,conferencia,bibe,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,89.0,94.0,90.0,100.0,A3,A3,A3,A3,all,ieee international conference on bioinformatics and bioengineering,A3
302,301,2015 IEEE 15th International Conference on Bioinformatics and Bioengineering (BIBE),,-,conferencia,bibe,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,89.0,94.0,90.0,100.0,A3,A3,A3,A3,all,ieee international conference on bioinformatics and bioengineering,A3
303,319,Workshop de Tecnologia Adaptatiava (2010),20100.0,-,conferencia,-,workshop de tecnologia adaptativa,workshop de tecnologia adaptativa,workshop de tecnologia adaptativa,workshop de tecnologia adaptativa,89.0,97.0,92.0,92.0,B4,B4,B4,B4,all,workshop de tecnologia adaptativa,B4
304,379,2019 31st International Symposium on Computer Architecture and High Performance Computing (SBACPAD),20190.0,-,conferencia,-,international symposium on computer architecture and high performance computing,international symposium on computer architecture,international symposium on computer architecture and high performance computing,international symposium on computer architecture,89.0,100.0,90.0,100.0,A4,A1,A4,A1,ratio sort,international symposium on computer architecture and high performance computing,A4
305,406,22nd International Conference on Computers in Education (ICCE),20140.0,-,conferencia,icce,international conference on computers in education,international conference on computers in education,international conference on computers in education,international conference on computers in education,89.0,100.0,91.0,100.0,B2,B2,B2,B2,all,international conference on computers in education,B2
306,413,2013 IEEE 13th International Conference on Bioinformatics and Bioengineering (BIBE),,-,conferencia,bibe,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,89.0,94.0,90.0,100.0,A3,A3,A3,A3,all,ieee international conference on bioinformatics and bioengineering,A3
307,417,19th International Conference on Bioinformatics and Bioengineering (BIBE),20190.0,-,conferencia,bibe,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,ieee international conference on bioinformatics and bioengineering,89.0,94.0,89.0,96.0,A3,A3,A3,A3,all,ieee international conference on bioinformatics and bioengineering,A3
308,462,2016 42th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),,-,conferencia,euromicro,euromicro conference on software engineering and advanced applications,euromicro conference on software engineering and advanced applications,euromicro conference on software engineering and advanced applications,euromicro conference on software engineering and advanced applications,89.0,100.0,90.0,100.0,A4,A4,A4,A4,all,euromicro conference on software engineering and advanced applications,A4
309,664,2014 14th International Conference on Computational Science and Its Applications (ICCSA),,-,conferencia,its,international conference on computational science and its applications,international conference on computational science,international conference on computational science and its applications,international conference on computational science,89.0,100.0,90.0,100.0,A3,B2,A3,B2,ratio sort,international conference on computational science and its applications,A3
310,691,28o Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC 2010),20100.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,89.0,100.0,91.0,100.0,A4,A4,A4,A4,all,simposio brasileiro de redes de computadores e sistemas distribuidos,A4
311,697,"UBICOMM 2015: The Ninth International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",20150.0,-,conferencia,services,"iaria international conference on mobile ubiquitous computing, systems, services and technologies","iaria international conference on mobile ubiquitous computing, systems, services and technologies","iaria international conference on mobile ubiquitous computing, systems, services and technologies","iaria international conference on mobile ubiquitous computing, systems, services and technologies",89.0,96.0,86.0,97.0,B4,B4,B4,B4,all,"iaria international conference on mobile ubiquitous computing, systems, services and technologies",B4
312,730,Brazilian Symposium on Software Engineering (SBES '21),20210.0,-,conferencia,sbes,brazilian symposium on software engineering,brazilian symposium on software engineering,brazilian symposium on software engineering,brazilian symposium on software engineering,89.0,100.0,91.0,100.0,A3,A3,A3,A3,all,brazilian symposium on software engineering,A3
313,733,XVI SBIE - Simpósio Brasileiro de Informática na Educação,20050.0,-,conferencia,sbie,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,89.0,100.0,91.0,100.0,A3,A3,A3,A3,all,simposio brasileiro de informatica na educacao,A3
314,751,"1st Symposium on Knowledge Discovery, Mining and Learning (KDMiLe)",20130.0,-,conferencia,kdmile,"symposium on knowledge discovery, mining and learning","symposium on knowledge discovery, mining and learning","symposium on knowledge discovery, mining and learning","symposium on knowledge discovery, mining and learning",89.0,100.0,90.0,100.0,B3,B3,B3,B3,all,"symposium on knowledge discovery, mining and learning",B3
315,788,6th International Conference on Hybrid Intelligent Systems (HIS 06'),20060.0,-,conferencia,his,international conference on hybrid intelligent systems,international conference on hybrid intelligent systems,international conference on hybrid intelligent systems,international conference on hybrid intelligent systems,89.0,100.0,91.0,100.0,B2,B2,B2,B2,all,international conference on hybrid intelligent systems,B2
316,801,"20th International Conference on Computational Science and Its Applications, ICCSA 2020",20200.0,-,conferencia,its,international conference on computational science and its applications,international conference on computational science,international conference on computational science and its applications,international conference on computational science,89.0,100.0,90.0,100.0,A3,B2,A3,B2,ratio sort,international conference on computational science and its applications,A3
317,805,XVI Simpósio Brasileiro de Qualidade de Software (SBQS),20170.0,-,conferencia,sbqs,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,89.0,100.0,91.0,100.0,B1,B1,B1,B1,all,simposio brasileiro de qualidade de software,B1
318,834,VII Workshop em Sistemas Computacionais de Alto Desempenho,20060.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,workshop em desempenho de sistemas computacionais e de comunicacao,89.0,91.0,80.0,92.0,B1,B1,B1,B4,ratio partial sort,simposio em sistemas computacionais de alto desempenho,B1
319,867,22nd International Conference on Pattern Recognition (ICPR),20140.0,-,conferencia,icpr,international conference on pattern recognition,international conference on pattern recognition,international conference on pattern recognition,international conference on pattern recognition,89.0,100.0,90.0,100.0,A2,A2,A2,A2,all,international conference on pattern recognition,A2
320,868,"Conference on Graphics, Patterns and Images (SIBGRAPI)",20140.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",89.0,100.0,90.0,100.0,A3,A3,A3,A3,all,"conference on graphics, patterns and images",A3
321,872,XVIII CNMAC - Congresso Nacional de Matemática Aplicada e Computacional,19950.0,-,conferencia,cnmac,congresso nacional de matematica aplicada e computacional,congresso nacional de matematica aplicada e computacional,congresso nacional de matematica aplicada e computacional,congresso nacional de matematica aplicada e computacional,89.0,100.0,90.0,100.0,B3,B3,B3,B3,all,congresso nacional de matematica aplicada e computacional,B3
322,924,Brazilian Conference on Intelligent Systems (BRACIS),20190.0,-,conferencia,bracis,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,sai intelligent systems conference,89.0,100.0,91.0,94.0,A4,A4,A4,B1,ratio partial sort,brazilian conference on intelligent system,A4
323,1016,2016 28th International Symposium on Computer Architecture and High Performance Computing (SBACPAD),,-,conferencia,-,international symposium on computer architecture and high performance computing,international symposium on computer architecture,international symposium on computer architecture and high performance computing,international symposium on computer architecture,89.0,100.0,90.0,100.0,A4,A1,A4,A1,ratio sort,international symposium on computer architecture and high performance computing,A4
324,1029,XXXV Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC 2017),20170.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,89.0,100.0,90.0,100.0,A4,A4,A4,A4,all,simposio brasileiro de redes de computadores e sistemas distribuidos,A4
325,35,The 18th International Conference on Advanced Information Networking and Applications (AINA 2004),20040.0,-,conferencia,networking,ieee international conference on advanced information networking and applications,ieee international conference on advanced information networking and applications,ieee international conference on advanced information networking and applications,international conference on information networking,88.0,95.0,86.0,100.0,A2,A2,A2,A3,ratio partial sort,ieee international conference on advanced information networking and applications,A2
326,41,2012 IEEE Latin America Conference on Cloud Computing and Communications (LatinCloud),,-,conferencia,latin,ieee latin america conference on cloud computing and communications,ieee latin america conference on cloud computing and communications,ieee latin america conference on cloud computing and communications,ieee latin america conference on cloud computing and communications,88.0,100.0,89.0,100.0,B4,B4,B4,B4,all,ieee latin america conference on cloud computing and communications,B4
327,198,Conference and Labs of the Evaluation Forum (CLEF 2014),20140.0,-,conferencia,clef,conference and labs of the evaluation forum,conference and labs of the evaluation forum,conference and labs of the evaluation forum,conference and labs of the evaluation forum,88.0,100.0,90.0,100.0,B3,B3,B3,B3,all,conference and labs of the evaluation forum,B3
328,217,VIII Workshop de Desafios da Computação Aplicada à Educação - DesafIE,20190.0,-,conferencia,desafie,workshop de desafios da computacao aplicada a educacao,workshop de desafios da computacao aplicada a educacao,workshop de desafios da computacao aplicada a educacao,workshop de desafios da computacao aplicada a educacao,88.0,100.0,89.0,100.0,B4,B4,B4,B4,all,workshop de desafios da computacao aplicada a educacao,B4
329,236,15th International Conference on Computing,20060.0,-,conferencia,-,international conference on supercomputing,acm international conference on computing frontiers,international conference on autonomic computing,"international conference on p2p, parallel, grid, cloud and internet computing",88.0,90.0,88.0,94.0,A2,A4,A3,B1,nulo,acm international conference on computing frontiers,A4
330,239,8th Workshop on Algorithms in Bioinformatics (WABI),20080.0,-,conferencia,wabi,workshop on algorithms in bioinformatics,workshop on algorithms in bioinformatics,workshop on algorithms in bioinformatics,workshop on algorithms in bioinformatics,88.0,100.0,90.0,100.0,A3,A3,A3,A3,all,workshop on algorithms in bioinformatics,A3
331,335,ALIO/EURO - Workshop on Applied Combinatorial Optimization,20140.0,-,conferencia,alio/euro,workshop on applied combinatorial optimization,workshop on applied combinatorial optimization,workshop on applied combinatorial optimization,workshop on applied combinatorial optimization,88.0,100.0,90.0,100.0,B4,B4,B4,B4,all,workshop on applied combinatorial optimization,B4
