,conferencias,qualis_conferencias,periodicos,qualis_periodicos
2302,NA,,journal of parallel and distributed computing,
2303,NA,,computer,
2304,NA,,design automation for embedded systems,
2305,NA,,"ieee transactions on circuits and systems. i, regular papers (print)",
2306,NA,,computer,
2307,NA,,computer,
2308,NA,,international journal of high performance systems architecture,
2309,NA,,NA,
2310,NA,,NA,
2311,NA,,NA,
2312,NA,,NA,
2313,simposio em sistemas computacionais de alto desempenho,,NA,
2314,simposio em sistemas computacionais de alto desempenho,,NA,
2315,international symposium on computer architecture,,computer,
2316,simposio em sistemas computacionais de alto desempenho,,NA,
2317,NA,,NA,
2318,international symposium on computer architecture,,computer,
2319,workshop on applications for multi-core architectures,,computer,
2320,ieee international system-on-chip conference,,NA,
2321,simposio em sistemas computacionais de alto desempenho,,NA,
2322,NA,,NA,
2323,ieee frontiers in education conference,,computer,
2324,ieee frontiers in education conference,,computer,
2325,simposio em sistemas computacionais de alto desempenho,,NA,
2326,NA,,NA,
2327,NA,,NA,
2328,NA,,NA,
2329,NA,,NA,
2330,NA,,computer,
2331,simposio brasileiro de pesquisa operacional,,NA,
2332,international conference on industry applications,,NA,
2333,brazilian symposium on programming languages,,NA,
2334,NA,,NA,
2335,NA,,NA,
2336,NA,,NA,
2337,brazilian symposium on programming languages,,NA,
2338,simposio brasileiro de pesquisa operacional,,NA,
2339,NA,,NA,
2340,NA,,NA,
2341,simposio brasileiro de pesquisa operacional,,NA,
2342,NA,,NA,
2343,international workshop,,NA,
2344,NA,,NA,
2345,international conference on parallel and distributed processing techniques and applications,,NA,
2346,NA,,NA,
2347,NA,,NA,
2348,NA,,performance evaluation,
2349,NA,,NA,
2350,simposio brasileiro de pesquisa operacional,,NA,
2351,NA,,NA,
2352,NA,,NA,
2353,NA,,NA,
2354,NA,,NA,
2355,NA,,NA,
2356,NA,,NA,
2357,NA,,NA,
2358,NA,,NA,
2359,NA,,NA,
2360,NA,,NA,
2361,NA,,NA,
2362,NA,,letronica,
2363,NA,,statistical methodology,
2364,NA,,NA,
2365,NA,,NA,
2366,NA,,NA,
2367,NA,,NA,
2368,NA,,NA,
2369,NA,,NA,
2370,NA,,NA,
2371,NA,,NA,
2372,NA,,NA,
2373,NA,,NA,
2374,NA,,NA,
2375,NA,,NA,
2376,NA,,NA,
2377,NA,,NA,
2378,NA,,NA,
2379,NA,,NA,
2380,NA,,NA,
2381,NA,,NA,
2382,NA,,NA,
2383,NA,,NA,
2384,"ieee international conference on electronics, circuits and systems",,NA,
2385,NA,,NA,
2386,NA,,NA,
2387,NA,,NA,
2388,NA,,NA,
2389,NA,,NA,
2390,NA,,NA,
2391,NA,,NA,
2392,NA,,NA,
2393,NA,,NA,
2394,NA,,NA,
2395,NA,,NA,
2396,NA,,NA,
2397,NA,,NA,
2398,NA,,NA,
2399,NA,,data,
2400,NA,,data,
2401,NA,,data,
2402,NA,,data,
2403,NA,,data,
2404,NA,,data,
2405,NA,,letronica,
2406,NA,,top,
2407,NA,,participacao,
2408,NA,,participacao,
2409,NA,,participacao,
2410,NA,,participacao,
2411,NA,,participacao,
2412,NA,,participacao,
2413,NA,,participacao,
2414,NA,,participacao,
2415,NA,,participacao,
2416,NA,,participacao,
2417,NA,,participacao,
2418,NA,,participacao,
2419,NA,,participacao,
2420,NA,,participacao,
2421,NA,,participacao,
2422,NA,,participacao,
2423,NA,,participacao,
2424,NA,,participacao,
2425,NA,,participacao,
2426,NA,,participacao,
2427,NA,,participacao,
2428,NA,,participacao,
2429,NA,,participacao,
2430,NA,,participacao,
2431,NA,,participacao,
2432,NA,,participacao,
2433,NA,,participacao,
2434,NA,,participacao,
2435,NA,,participacao,
2436,NA,,participacao,
2437,NA,,participacao,
2438,NA,,participacao,
2439,NA,,NA,
2440,NA,,letronica,
2441,NA,,NA,
2442,NA,,NA,
2443,NA,,NA,
2444,NA,,NA,
2445,NA,,NA,
2446,NA,,NA,
2447,NA,,NA,
2448,NA,,NA,
2449,ieee international system-on-chip conference,,NA,
2450,ieee international symposium on rapid system prototyping,,NA,
2451,NA,,NA,
2452,NA,,NA,
2453,NA,,NA,
2454,international conference on industry applications,,NA,
2455,NA,,NA,
2456,NA,,NA,
2457,NA,,NA,
2458,NA,,NA,
2459,NA,,NA,
2460,international symposium on computer architecture,,computer,
2461,NA,,NA,
2462,NA,,NA,
2463,simposio brasileiro de pesquisa operacional,,NA,
2464,NA,,NA,
2465,international symposium on computer architecture,,computer,
2466,NA,,NA,
2467,NA,,NA,
2468,NA,,NA,
2469,international workshop,,NA,
2470,NA,,NA,
2471,NA,,inteligencia artificial,
2472,NA,,NA,
2473,NA,,NA,
2474,NA,,NA,
2475,NA,,NA,
2476,NA,,NA,
2477,NA,,NA,
2478,NA,,NA,
2479,NA,,NA,
2480,NA,,NA,
2481,NA,,NA,
2482,NA,,NA,
2483,NA,,NA,
2484,international symposium on computer architecture,,computer,
2485,NA,,NA,
2486,NA,,NA,
2487,NA,,NA,
2488,NA,,NA,
2489,NA,,NA,
2490,NA,,NA,
2491,NA,,NA,
2492,NA,,NA,
2493,NA,,NA,
2494,NA,,NA,
2495,NA,,NA,
2496,NA,,NA,
2497,NA,,NA,
2498,NA,,NA,
2499,NA,,NA,
2500,NA,,NA,
2501,NA,,NA,
2502,NA,,NA,
2503,NA,,NA,
2504,NA,,NA,
2505,NA,,NA,
2506,NA,,NA,
2507,NA,,NA,
2508,NA,,NA,
2509,NA,,NA,
2510,NA,,NA,
2511,NA,,NA,
2512,NA,,NA,
2513,NA,,NA,
2514,NA,,NA,
2515,NA,,NA,
2516,NA,,NA,
2517,NA,,NA,
2518,NA,,NA,
2519,NA,,NA,
2520,NA,,NA,
2521,NA,,NA,
2522,NA,,NA,
2523,NA,,NA,
2524,NA,,NA,
2525,NA,,NA,
2526,NA,,NA,
2527,NA,,NA,
2528,NA,,NA,
2529,NA,,NA,
2530,NA,,NA,
2531,NA,,NA,
2532,NA,,NA,
2533,NA,,NA,
2534,NA,,NA,
2535,NA,,NA,
2536,NA,,NA,
2537,NA,,NA,
2538,NA,,NA,
2539,NA,,NA,
2540,NA,,NA,
2541,NA,,NA,
2542,NA,,NA,
2543,NA,,NA,
2544,NA,,NA,
2545,NA,,NA,
2546,NA,,NA,
2547,NA,,letronica,
2548,NA,,NA,
2549,NA,,NA,
2550,NA,,NA,
2551,NA,,NA,
2552,NA,,NA,
2553,NA,,NA,
2554,NA,,NA,
2555,NA,,NA,
2556,NA,,NA,
2557,NA,,NA,
2558,NA,,NA,
2559,NA,,NA,
2560,NA,,NA,
2561,NA,,NA,
2562,NA,,NA,
2563,NA,,letronica,
2564,NA,,letronica,
2565,NA,,letronica,
2566,NA,,NA,
2567,NA,,NA,
2568,NA,,NA,
2569,NA,,NA,
2570,NA,,NA,
2571,NA,,data,
2572,NA,,data,
2573,NA,,data,
2574,NA,,data,
2575,NA,,data,
2576,NA,,data,
2577,NA,,letronica,
2578,NA,,NA,
2579,NA,,top,
2580,NA,,NA,
2581,NA,,NA,
2582,NA,,NA,
2583,NA,,NA,
2584,NA,,NA,
2585,NA,,"ieee transactions on circuits and systems. i, regular papers (print)",
2586,NA,,international journal of agricultural and environmental information systems,
2587,NA,,international journal of agricultural and environmental information systems,
2588,NA,,revista brasileira de biometria,
2589,NA,,revista eletronica de iniciacao cientifica,
2590,NA,,journal of parallel and distributed computing,
2591,NA,,computer,
2592,NA,,design automation for embedded systems,
2593,NA,,"ieee transactions on circuits and systems. i, regular papers (print)",
2594,NA,,computer,
2595,NA,,computer,
2596,NA,,international journal of high performance systems architecture,
2597,NA,,NA,
2598,NA,,NA,
2599,NA,,NA,
2600,NA,,NA,
2601,simposio em sistemas computacionais de alto desempenho,,NA,
2602,simposio em sistemas computacionais de alto desempenho,,NA,
2603,international symposium on computer architecture,,computer,
2604,simposio em sistemas computacionais de alto desempenho,,NA,
2605,NA,,NA,
2606,international symposium on computer architecture,,computer,
2607,workshop on applications for multi-core architectures,,computer,
2608,ieee international system-on-chip conference,,NA,
2609,simposio em sistemas computacionais de alto desempenho,,NA,
2610,NA,,NA,
2611,ieee frontiers in education conference,,computer,
2612,ieee frontiers in education conference,,computer,
2613,simposio em sistemas computacionais de alto desempenho,,NA,
2614,NA,,NA,
2615,NA,,NA,
2616,NA,,NA,
2617,NA,,NA,
2618,NA,,computer,
2619,simposio brasileiro de pesquisa operacional,,NA,
2620,international conference on industry applications,,NA,
2621,brazilian symposium on programming languages,,NA,
2622,NA,,NA,
2623,NA,,NA,
2624,NA,,NA,
2625,brazilian symposium on programming languages,,NA,
2626,simposio brasileiro de pesquisa operacional,,NA,
2627,NA,,NA,
2628,NA,,NA,
2629,simposio brasileiro de pesquisa operacional,,NA,
2630,NA,,NA,
2631,international workshop,,NA,
2632,NA,,NA,
2633,international conference on parallel and distributed processing techniques and applications,,NA,
2634,NA,,NA,
2635,NA,,NA,
2636,NA,,performance evaluation,
2637,NA,,NA,
2638,simposio brasileiro de pesquisa operacional,,NA,
2639,NA,,NA,
2640,NA,,NA,
2641,NA,,NA,
2642,NA,,NA,
2643,NA,,NA,
2644,NA,,NA,
2645,NA,,NA,
2646,NA,,NA,
2647,NA,,NA,
2648,NA,,NA,
2649,NA,,NA,
2650,NA,,letronica,
2651,NA,,statistical methodology,
2652,NA,,NA,
2653,NA,,NA,
2654,NA,,NA,
2655,NA,,NA,
2656,NA,,NA,
2657,NA,,NA,
2658,NA,,NA,
2659,NA,,NA,
2660,NA,,NA,
2661,NA,,NA,
2662,NA,,NA,
2663,NA,,NA,
2664,NA,,NA,
2665,NA,,NA,
2666,NA,,NA,
2667,NA,,NA,
2668,NA,,NA,
2669,NA,,NA,
2670,NA,,NA,
2671,NA,,NA,
2672,"ieee international conference on electronics, circuits and systems",,NA,
2673,NA,,NA,
2674,NA,,NA,
2675,NA,,NA,
2676,NA,,NA,
2677,NA,,NA,
2678,NA,,NA,
2679,NA,,NA,
2680,NA,,NA,
2681,NA,,NA,
2682,NA,,NA,
2683,NA,,NA,
2684,NA,,NA,
2685,NA,,NA,
2686,NA,,NA,
2687,NA,,data,
2688,NA,,data,
2689,NA,,data,
2690,NA,,data,
2691,NA,,data,
2692,NA,,data,
2693,NA,,letronica,
2694,NA,,top,
2695,NA,,participacao,
2696,NA,,participacao,
2697,NA,,participacao,
2698,NA,,participacao,
2699,NA,,participacao,
2700,NA,,participacao,
2701,NA,,participacao,
2702,NA,,participacao,
2703,NA,,participacao,
2704,NA,,participacao,
2705,NA,,participacao,
2706,NA,,participacao,
2707,NA,,participacao,
2708,NA,,participacao,
2709,NA,,participacao,
2710,NA,,participacao,
2711,NA,,participacao,
2712,NA,,participacao,
2713,NA,,participacao,
2714,NA,,participacao,
2715,NA,,participacao,
2716,NA,,participacao,
2717,NA,,participacao,
2718,NA,,participacao,
2719,NA,,participacao,
2720,NA,,participacao,
2721,NA,,participacao,
2722,NA,,participacao,
2723,NA,,participacao,
2724,NA,,participacao,
2725,NA,,participacao,
2726,NA,,participacao,
2727,NA,,NA,
2728,NA,,letronica,
2729,NA,,NA,
2730,NA,,NA,
2731,NA,,NA,
2732,NA,,NA,
2733,NA,,NA,
2734,NA,,NA,
2735,NA,,NA,
2736,NA,,NA,
2737,ieee international system-on-chip conference,,NA,
2738,ieee international symposium on rapid system prototyping,,NA,
2739,NA,,NA,
2740,NA,,NA,
2741,NA,,NA,
2742,international conference on industry applications,,NA,
2743,NA,,NA,
2744,NA,,NA,
2745,NA,,NA,
2746,NA,,NA,
2747,NA,,NA,
2748,international symposium on computer architecture,,computer,
2749,NA,,NA,
2750,NA,,NA,
2751,simposio brasileiro de pesquisa operacional,,NA,
2752,NA,,NA,
2753,international symposium on computer architecture,,computer,
2754,NA,,NA,
2755,NA,,NA,
2756,NA,,NA,
2757,international workshop,,NA,
2758,NA,,NA,
2759,NA,,inteligencia artificial,
2760,NA,,NA,
2761,NA,,NA,
2762,NA,,NA,
2763,NA,,NA,
2764,NA,,NA,
2765,NA,,NA,
2766,NA,,NA,
2767,NA,,NA,
2768,NA,,NA,
2769,NA,,NA,
2770,NA,,NA,
2771,NA,,NA,
2772,international symposium on computer architecture,,computer,
2773,NA,,NA,
2774,NA,,NA,
2775,NA,,NA,
2776,NA,,NA,
2777,NA,,NA,
2778,NA,,NA,
2779,NA,,NA,
2780,NA,,NA,
2781,NA,,NA,
2782,NA,,NA,
2783,NA,,NA,
2784,NA,,NA,
2785,NA,,NA,
2786,NA,,NA,
2787,NA,,NA,
2788,NA,,NA,
2789,NA,,NA,
2790,NA,,NA,
2791,NA,,NA,
2792,NA,,NA,
2793,NA,,NA,
2794,NA,,NA,
2795,NA,,NA,
2796,NA,,NA,
2797,NA,,NA,
2798,NA,,NA,
2799,NA,,NA,
2800,NA,,NA,
2801,NA,,NA,
2802,NA,,NA,
2803,NA,,NA,
2804,NA,,NA,
2805,NA,,NA,
2806,NA,,NA,
2807,NA,,NA,
2808,NA,,NA,
2809,NA,,NA,
2810,NA,,NA,
2811,NA,,NA,
2812,NA,,NA,
2813,NA,,NA,
2814,NA,,NA,
2815,NA,,NA,
2816,NA,,NA,
2817,NA,,NA,
2818,NA,,NA,
2819,NA,,NA,
2820,NA,,NA,
2821,NA,,NA,
2822,NA,,NA,
2823,NA,,NA,
2824,NA,,NA,
2825,NA,,NA,
2826,NA,,NA,
2827,NA,,NA,
2828,NA,,NA,
2829,NA,,NA,
2830,NA,,NA,
2831,NA,,NA,
2832,NA,,NA,
2833,NA,,NA,
2834,NA,,NA,
2835,NA,,letronica,
2836,NA,,NA,
2837,NA,,NA,
2838,NA,,NA,
2839,NA,,NA,
2840,NA,,NA,
2841,NA,,NA,
2842,NA,,NA,
2843,NA,,NA,
2844,NA,,NA,
2845,NA,,NA,
2846,NA,,NA,
2847,NA,,NA,
2848,NA,,NA,
2849,NA,,NA,
2850,NA,,NA,
2851,NA,,letronica,
2852,NA,,letronica,
2853,NA,,letronica,
2854,NA,,NA,
2855,NA,,NA,
2856,NA,,NA,
2857,NA,,NA,
2858,NA,,NA,
2859,NA,,data,
2860,NA,,data,
2861,NA,,data,
2862,NA,,data,
2863,NA,,data,
2864,NA,,data,
2865,NA,,letronica,
2866,NA,,NA,
2867,NA,,top,
2868,NA,,NA,
2869,NA,,NA,
2870,NA,,NA,
2871,NA,,NA,
2872,NA,,NA,
2873,NA,,computer,
2874,NA,,international journal of agricultural and environmental information systems,
2875,NA,,international journal of agricultural and environmental information systems,
2876,NA,,revista brasileira de biometria,
2877,NA,,revista eletronica de iniciacao cientifica,
2878,NA,,journal of parallel and distributed computing,
2879,NA,,computer,
2880,NA,,design automation for embedded systems,
2881,NA,,"ieee transactions on circuits and systems. i, regular papers (print)",
2882,NA,,computer,
2883,NA,,computer,
2884,NA,,international journal of high performance systems architecture,
2885,NA,,NA,
2886,NA,,NA,
2887,NA,,NA,
2888,NA,,NA,
2889,simposio em sistemas computacionais de alto desempenho,,NA,
2890,simposio em sistemas computacionais de alto desempenho,,NA,
2891,international symposium on computer architecture,,computer,
2892,simposio em sistemas computacionais de alto desempenho,,NA,
2893,NA,,NA,
2894,international symposium on computer architecture,,computer,
2895,workshop on applications for multi-core architectures,,computer,
2896,ieee international system-on-chip conference,,NA,
2897,simposio em sistemas computacionais de alto desempenho,,NA,
2898,NA,,NA,
2899,ieee frontiers in education conference,,computer,
2900,ieee frontiers in education conference,,computer,
2901,simposio em sistemas computacionais de alto desempenho,,NA,
2902,NA,,NA,
2903,NA,,NA,
2904,NA,,NA,
2905,NA,,NA,
2906,NA,,computer,
2907,simposio brasileiro de pesquisa operacional,,NA,
2908,international conference on industry applications,,NA,
2909,brazilian symposium on programming languages,,NA,
2910,NA,,NA,
2911,NA,,NA,
2912,NA,,NA,
2913,brazilian symposium on programming languages,,NA,
2914,simposio brasileiro de pesquisa operacional,,NA,
2915,NA,,NA,
2916,NA,,NA,
2917,simposio brasileiro de pesquisa operacional,,NA,
2918,NA,,NA,
2919,international workshop,,NA,
2920,NA,,NA,
2921,international conference on parallel and distributed processing techniques and applications,,NA,
2922,NA,,NA,
2923,NA,,NA,
2924,NA,,performance evaluation,
2925,NA,,NA,
2926,simposio brasileiro de pesquisa operacional,,NA,
2927,NA,,NA,
2928,NA,,NA,
2929,NA,,NA,
2930,NA,,NA,
2931,NA,,NA,
2932,NA,,NA,
2933,NA,,NA,
2934,NA,,NA,
2935,NA,,NA,
2936,NA,,NA,
2937,NA,,NA,
2938,NA,,letronica,
2939,NA,,statistical methodology,
2940,NA,,NA,
2941,NA,,NA,
2942,NA,,NA,
2943,NA,,NA,
2944,NA,,NA,
2945,NA,,NA,
2946,NA,,NA,
2947,NA,,NA,
2948,NA,,NA,
2949,NA,,NA,
2950,NA,,NA,
2951,NA,,NA,
2952,NA,,NA,
2953,NA,,NA,
2954,NA,,NA,
2955,NA,,NA,
2956,NA,,NA,
2957,NA,,NA,
2958,NA,,NA,
2959,NA,,NA,
2960,"ieee international conference on electronics, circuits and systems",,NA,
2961,NA,,NA,
2962,NA,,NA,
2963,NA,,NA,
2964,NA,,NA,
2965,NA,,NA,
2966,NA,,NA,
2967,NA,,NA,
2968,NA,,NA,
2969,NA,,NA,
2970,NA,,NA,
2971,NA,,NA,
2972,NA,,NA,
2973,NA,,NA,
2974,NA,,NA,
2975,NA,,data,
2976,NA,,data,
2977,NA,,data,
2978,NA,,data,
2979,NA,,data,
2980,NA,,data,
2981,NA,,letronica,
2982,NA,,top,
2983,NA,,participacao,
2984,NA,,participacao,
2985,NA,,participacao,
2986,NA,,participacao,
2987,NA,,participacao,
2988,NA,,participacao,
2989,NA,,participacao,
2990,NA,,participacao,
2991,NA,,participacao,
2992,NA,,participacao,
2993,NA,,participacao,
2994,NA,,participacao,
2995,NA,,participacao,
2996,NA,,participacao,
2997,NA,,participacao,
2998,NA,,participacao,
2999,NA,,participacao,
3000,NA,,participacao,
3001,NA,,participacao,
3002,NA,,participacao,
3003,NA,,participacao,
3004,NA,,participacao,
3005,NA,,participacao,
3006,NA,,participacao,
3007,NA,,participacao,
3008,NA,,participacao,
3009,NA,,participacao,
3010,NA,,participacao,
3011,NA,,participacao,
3012,NA,,participacao,
3013,NA,,participacao,
3014,NA,,participacao,
3015,NA,,NA,
3016,NA,,letronica,
3017,NA,,NA,
3018,NA,,NA,
3019,NA,,NA,
3020,NA,,NA,
3021,NA,,NA,
3022,NA,,NA,
3023,NA,,NA,
3024,NA,,NA,
3025,ieee international system-on-chip conference,,NA,
3026,ieee international symposium on rapid system prototyping,,NA,
3027,NA,,NA,
3028,NA,,NA,
3029,NA,,NA,
3030,international conference on industry applications,,NA,
3031,NA,,NA,
3032,NA,,NA,
3033,NA,,NA,
3034,NA,,NA,
3035,NA,,NA,
3036,international symposium on computer architecture,,computer,
3037,NA,,NA,
3038,NA,,NA,
3039,simposio brasileiro de pesquisa operacional,,NA,
3040,NA,,NA,
3041,international symposium on computer architecture,,computer,
3042,NA,,NA,
3043,NA,,NA,
3044,NA,,NA,
3045,international workshop,,NA,
3046,NA,,NA,
3047,NA,,inteligencia artificial,
3048,NA,,NA,
3049,NA,,NA,
3050,NA,,NA,
3051,NA,,NA,
3052,NA,,NA,
3053,NA,,NA,
3054,NA,,NA,
3055,NA,,NA,
3056,NA,,NA,
3057,NA,,NA,
3058,NA,,NA,
3059,NA,,NA,
3060,international symposium on computer architecture,,computer,
3061,NA,,NA,
3062,NA,,NA,
3063,NA,,NA,
3064,NA,,NA,
3065,NA,,NA,
3066,NA,,NA,
3067,NA,,NA,
3068,NA,,NA,
3069,NA,,NA,
3070,NA,,NA,
3071,NA,,NA,
3072,NA,,NA,
3073,NA,,NA,
3074,NA,,NA,
3075,NA,,NA,
3076,NA,,NA,
3077,NA,,NA,
3078,NA,,NA,
3079,NA,,NA,
3080,NA,,NA,
3081,NA,,NA,
3082,NA,,NA,
3083,NA,,NA,
3084,NA,,NA,
3085,NA,,NA,
3086,NA,,NA,
3087,NA,,NA,
3088,NA,,NA,
3089,NA,,NA,
3090,NA,,NA,
3091,NA,,NA,
3092,NA,,NA,
3093,NA,,NA,
3094,NA,,NA,
3095,NA,,NA,
3096,NA,,NA,
3097,NA,,NA,
3098,NA,,NA,
3099,NA,,NA,
3100,NA,,NA,
3101,NA,,NA,
3102,NA,,NA,
3103,NA,,NA,
3104,NA,,NA,
3105,NA,,NA,
3106,NA,,NA,
3107,NA,,NA,
3108,NA,,NA,
3109,NA,,NA,
3110,NA,,NA,
3111,NA,,NA,
3112,NA,,NA,
3113,NA,,NA,
3114,NA,,NA,
3115,NA,,NA,
3116,NA,,NA,
3117,NA,,NA,
3118,NA,,NA,
3119,NA,,NA,
3120,NA,,NA,
3121,NA,,NA,
3122,NA,,NA,
3123,NA,,letronica,
3124,NA,,NA,
3125,NA,,NA,
3126,NA,,NA,
3127,NA,,NA,
3128,NA,,NA,
3129,NA,,NA,
3130,NA,,NA,
3131,NA,,NA,
3132,NA,,NA,
3133,NA,,NA,
3134,NA,,NA,
3135,NA,,NA,
3136,NA,,NA,
3137,NA,,NA,
3138,NA,,NA,
3139,NA,,letronica,
3140,NA,,letronica,
3141,NA,,letronica,
3142,NA,,NA,
3143,NA,,NA,
3144,NA,,NA,
3145,NA,,NA,
3146,NA,,NA,
3147,NA,,data,
3148,NA,,data,
3149,NA,,data,
3150,NA,,data,
3151,NA,,data,
3152,NA,,data,
3153,NA,,letronica,
3154,NA,,NA,
3155,NA,,top,
3156,NA,,NA,
3157,NA,,NA,
3158,NA,,NA,
3159,NA,,NA,
3160,NA,,NA,
3161,NA,,computer,
3162,NA,,international journal of agricultural and environmental information systems,
3163,NA,,international journal of agricultural and environmental information systems,
3164,NA,,revista brasileira de biometria,
3165,NA,,revista eletronica de iniciacao cientifica,
3166,NA,,journal of parallel and distributed computing,
3167,NA,,computer,
3168,NA,,design automation for embedded systems,
3169,NA,,"ieee transactions on circuits and systems. i, regular papers (print)",
3170,NA,,computer,
3171,NA,,computer,
3172,NA,,international journal of high performance systems architecture,
3173,NA,,NA,
3174,NA,,NA,
3175,NA,,NA,
3176,NA,,NA,
3177,simposio em sistemas computacionais de alto desempenho,,NA,
3178,simposio em sistemas computacionais de alto desempenho,,NA,
3179,international symposium on computer architecture,,computer,
3180,simposio em sistemas computacionais de alto desempenho,,NA,
3181,NA,,NA,
3182,international symposium on computer architecture,,computer,
3183,workshop on applications for multi-core architectures,,computer,
3184,ieee international system-on-chip conference,,NA,
3185,simposio em sistemas computacionais de alto desempenho,,NA,
3186,NA,,NA,
3187,ieee frontiers in education conference,,computer,
3188,ieee frontiers in education conference,,computer,
3189,simposio em sistemas computacionais de alto desempenho,,NA,
3190,NA,,NA,
3191,NA,,NA,
3192,NA,,NA,
3193,NA,,NA,
3194,NA,,computer,
3195,simposio brasileiro de pesquisa operacional,,NA,
3196,international conference on industry applications,,NA,
3197,brazilian symposium on programming languages,,NA,
3198,NA,,NA,
3199,NA,,NA,
3200,NA,,NA,
3201,brazilian symposium on programming languages,,NA,
3202,simposio brasileiro de pesquisa operacional,,NA,
3203,NA,,NA,
3204,NA,,NA,
3205,simposio brasileiro de pesquisa operacional,,NA,
3206,NA,,NA,
3207,international workshop,,NA,
3208,NA,,NA,
3209,international conference on parallel and distributed processing techniques and applications,,NA,
3210,NA,,NA,
3211,NA,,NA,
3212,NA,,performance evaluation,
3213,NA,,NA,
3214,simposio brasileiro de pesquisa operacional,,NA,
3215,NA,,NA,
3216,NA,,NA,
3217,NA,,NA,
3218,NA,,NA,
3219,NA,,NA,
3220,NA,,NA,
3221,NA,,NA,
3222,NA,,NA,
3223,NA,,NA,
3224,NA,,NA,
3225,NA,,NA,
3226,NA,,letronica,
3227,NA,,statistical methodology,
3228,NA,,NA,
3229,NA,,NA,
3230,NA,,NA,
3231,NA,,NA,
3232,NA,,NA,
3233,NA,,NA,
3234,NA,,NA,
3235,NA,,NA,
3236,NA,,NA,
3237,NA,,NA,
3238,NA,,NA,
3239,NA,,NA,
3240,NA,,NA,
3241,NA,,NA,
3242,NA,,NA,
3243,NA,,NA,
3244,NA,,NA,
3245,NA,,NA,
3246,NA,,NA,
3247,NA,,NA,
3248,"ieee international conference on electronics, circuits and systems",,NA,
3249,NA,,NA,
3250,NA,,NA,
3251,NA,,NA,
3252,NA,,NA,
3253,NA,,NA,
3254,NA,,NA,
3255,NA,,NA,
3256,NA,,NA,
3257,NA,,NA,
3258,NA,,NA,
3259,NA,,NA,
3260,NA,,NA,
3261,NA,,NA,
3262,NA,,NA,
3263,NA,,data,
3264,NA,,data,
3265,NA,,data,
3266,NA,,data,
3267,NA,,data,
3268,NA,,data,
3269,NA,,letronica,
3270,NA,,top,
3271,NA,,participacao,
3272,NA,,participacao,
3273,NA,,participacao,
3274,NA,,participacao,
3275,NA,,participacao,
3276,NA,,participacao,
3277,NA,,participacao,
3278,NA,,participacao,
3279,NA,,participacao,
3280,NA,,participacao,
3281,NA,,participacao,
3282,NA,,participacao,
3283,NA,,participacao,
3284,NA,,participacao,
3285,NA,,participacao,
3286,NA,,participacao,
3287,NA,,participacao,
3288,NA,,participacao,
3289,NA,,participacao,
3290,NA,,participacao,
3291,NA,,participacao,
3292,NA,,participacao,
3293,NA,,participacao,
3294,NA,,participacao,
3295,NA,,participacao,
3296,NA,,participacao,
3297,NA,,participacao,
3298,NA,,participacao,
3299,NA,,participacao,
3300,NA,,participacao,
3301,NA,,participacao,
3302,NA,,participacao,
3303,NA,,NA,
3304,NA,,letronica,
3305,NA,,NA,
3306,NA,,NA,
3307,NA,,NA,
3308,NA,,NA,
3309,NA,,NA,
3310,NA,,NA,
3311,NA,,NA,
3312,NA,,NA,
3313,ieee international system-on-chip conference,,NA,
3314,ieee international symposium on rapid system prototyping,,NA,
3315,NA,,NA,
3316,NA,,NA,
3317,NA,,NA,
3318,international conference on industry applications,,NA,
3319,NA,,NA,
3320,NA,,NA,
3321,NA,,NA,
3322,NA,,NA,
3323,NA,,NA,
3324,international symposium on computer architecture,,computer,
3325,NA,,NA,
3326,NA,,NA,
3327,simposio brasileiro de pesquisa operacional,,NA,
3328,NA,,NA,
3329,international symposium on computer architecture,,computer,
3330,NA,,NA,
3331,NA,,NA,
3332,NA,,NA,
3333,international workshop,,NA,
3334,NA,,NA,
3335,NA,,inteligencia artificial,
3336,NA,,NA,
3337,NA,,NA,
3338,NA,,NA,
3339,NA,,NA,
3340,NA,,NA,
3341,NA,,NA,
3342,NA,,NA,
3343,NA,,NA,
3344,NA,,NA,
3345,NA,,NA,
3346,NA,,NA,
3347,NA,,NA,
3348,international symposium on computer architecture,,computer,
3349,NA,,NA,
3350,NA,,NA,
3351,NA,,NA,
3352,NA,,NA,
3353,NA,,NA,
3354,NA,,NA,
3355,NA,,NA,
3356,NA,,NA,
3357,NA,,NA,
3358,NA,,NA,
3359,NA,,NA,
3360,NA,,NA,
3361,NA,,NA,
3362,NA,,NA,
3363,NA,,NA,
3364,NA,,NA,
3365,NA,,NA,
3366,NA,,NA,
3367,NA,,NA,
3368,NA,,NA,
3369,NA,,NA,
3370,NA,,NA,
3371,NA,,NA,
3372,NA,,NA,
3373,NA,,NA,
3374,NA,,NA,
3375,NA,,NA,
3376,NA,,NA,
3377,NA,,NA,
3378,NA,,NA,
3379,NA,,NA,
3380,NA,,NA,
3381,NA,,NA,
3382,NA,,NA,
3383,NA,,NA,
3384,NA,,NA,
3385,NA,,NA,
3386,NA,,NA,
3387,NA,,NA,
3388,NA,,NA,
3389,NA,,NA,
3390,NA,,NA,
3391,NA,,NA,
3392,NA,,NA,
3393,NA,,NA,
3394,NA,,NA,
3395,NA,,NA,
3396,NA,,NA,
3397,NA,,NA,
3398,NA,,NA,
3399,NA,,NA,
3400,NA,,NA,
3401,NA,,NA,
3402,NA,,NA,
